GA Hiperparametri (C++):
  Velicina populacije: 10000
  Broj generacija: 100
  Velicina turnira: 10
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.2
  Elitizam: 500
  Broj pokretanja: 5

  Pokretanje 1: 1982602 dinara  (30.28s)
  Pokretanje 2: 1989039 dinara  (30.56s)
  Pokretanje 3: 1984268 dinara  (29.80s)
  Pokretanje 4: 1987100 dinara  (29.60s)
  Pokretanje 5: 1984784 dinara  (29.87s)

  PROSEK:   1985558.6
  MEDIJANA: 1984784.0
  NAJBOLJI: 1989039
  NAJGORI:  1982602
  STDEV:    2258.2
  UKUPNO VREME: 150.1s
  PROSECNO VREME: 30.0s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 997358
    Gen    1: 1101191
    Gen    2: 1197805
    Gen    3: 1297712
    Gen    4: 1396243
    Gen    5: 1523004
    Gen    6: 1595310
    Gen    7: 1673049
    Gen    8: 1733769
    Gen    9: 1782163
    Gen   10: 1819891
    Gen   11: 1848114
    Gen   12: 1867729
    Gen   13: 1887659
    Gen   14: 1898216
    Gen   15: 1909846
    Gen   16: 1918480
    Gen   17: 1924632
    Gen   18: 1930566
    Gen   19: 1936111
    Gen   20: 1937914
    Gen   21: 1944880
    Gen   22: 1946526
    Gen   23: 1948706
    Gen   24: 1950355
    Gen   25: 1952673
    Gen   26: 1953923
    Gen   27: 1955066
    Gen   28: 1956767
    Gen   29: 1957948
    Gen   30: 1959845
    Gen   31: 1960760
    Gen   32: 1961815
    Gen   33: 1962345
    Gen   34: 1964265
    Gen   35: 1964336
    Gen   36: 1964996
    Gen   37: 1966710
    Gen   38: 1967348
    Gen   39: 1967416
    Gen   40: 1967928
    Gen   41: 1968833
    Gen   42: 1970956
    Gen   43: 1971344
    Gen   44: 1971344
    Gen   45: 1972065
    Gen   46: 1972471
    Gen   47: 1972792
    Gen   48: 1973295
    Gen   49: 1974148
    Gen   50: 1974467
    Gen   51: 1975108
    Gen   52: 1975253
    Gen   53: 1975803
    Gen   54: 1976127
    Gen   55: 1976575
    Gen   56: 1977051
    Gen   57: 1977179
    Gen   58: 1977611
    Gen   59: 1977886
    Gen   60: 1978130
    Gen   61: 1978350
    Gen   62: 1979073
    Gen   63: 1979073
    Gen   64: 1979278
    Gen   65: 1979443
    Gen   66: 1979555
    Gen   67: 1979764
    Gen   68: 1980006
    Gen   69: 1980289
    Gen   70: 1980329
    Gen   71: 1980518
    Gen   72: 1980766
    Gen   73: 1980895
    Gen   74: 1980981
    Gen   75: 1981118
    Gen   76: 1981236
    Gen   77: 1981447
    Gen   78: 1981606
    Gen   79: 1981706
    Gen   80: 1981850
    Gen   81: 1981850
    Gen   82: 1982009
    Gen   83: 1982022
    Gen   84: 1982115
    Gen   85: 1982179
    Gen   86: 1982217
    Gen   87: 1982233
    Gen   88: 1982286
    Gen   89: 1982315
    Gen   90: 1982354
    Gen   91: 1982429
    Gen   92: 1982435
    Gen   93: 1982464
    Gen   94: 1982507
    Gen   95: 1982513
    Gen   96: 1982554
    Gen   97: 1982570
    Gen   98: 1982589
    Gen   99: 1982602

  Pokretanje 2:
    Gen    0: 997756
    Gen    1: 1106312
    Gen    2: 1201407
    Gen    3: 1305847
    Gen    4: 1401125
    Gen    5: 1511274
    Gen    6: 1608739
    Gen    7: 1676309
    Gen    8: 1736914
    Gen    9: 1785461
    Gen   10: 1825425
    Gen   11: 1849741
    Gen   12: 1870471
    Gen   13: 1884903
    Gen   14: 1900715
    Gen   15: 1909188
    Gen   16: 1917915
    Gen   17: 1923744
    Gen   18: 1929246
    Gen   19: 1934460
    Gen   20: 1938924
    Gen   21: 1941854
    Gen   22: 1946815
    Gen   23: 1948600
    Gen   24: 1951722
    Gen   25: 1955579
    Gen   26: 1955669
    Gen   27: 1959700
    Gen   28: 1960250
    Gen   29: 1960815
    Gen   30: 1962949
    Gen   31: 1963548
    Gen   32: 1964684
    Gen   33: 1966408
    Gen   34: 1967407
    Gen   35: 1967935
    Gen   36: 1969194
    Gen   37: 1970119
    Gen   38: 1970918
    Gen   39: 1971386
    Gen   40: 1973398
    Gen   41: 1973588
    Gen   42: 1974969
    Gen   43: 1975724
    Gen   44: 1976609
    Gen   45: 1977451
    Gen   46: 1978245
    Gen   47: 1978483
    Gen   48: 1979347
    Gen   49: 1979934
    Gen   50: 1981198
    Gen   51: 1981521
    Gen   52: 1981962
    Gen   53: 1982183
    Gen   54: 1982447
    Gen   55: 1983363
    Gen   56: 1983543
    Gen   57: 1983819
    Gen   58: 1984067
    Gen   59: 1984281
    Gen   60: 1984598
    Gen   61: 1984817
    Gen   62: 1985057
    Gen   63: 1985465
    Gen   64: 1985647
    Gen   65: 1985826
    Gen   66: 1986050
    Gen   67: 1986099
    Gen   68: 1986355
    Gen   69: 1986588
    Gen   70: 1986713
    Gen   71: 1986805
    Gen   72: 1986920
    Gen   73: 1987015
