GA Hiperparametri (C++):
  Velicina populacije: 50000
  Broj generacija: 200
  Velicina turnira: 15
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 2500
  Broj pokretanja: 5

  Pokretanje 1: 1993492 dinara  (343.48s)
  Pokretanje 2: 1992897 dinara  (304.33s)
  Pokretanje 3: 1994685 dinara  (306.93s)
  Pokretanje 4: 1992443 dinara  (295.41s)
  Pokretanje 5: 1993161 dinara  (306.98s)

  PROSEK:   1993335.6
  MEDIJANA: 1993161.0
  NAJBOLJI: 1994685
  NAJGORI:  1992443
  STDEV:    757.0
  UKUPNO VREME: 1557.1s
  PROSECNO VREME: 311.4s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 1001518
    Gen    1: 1144591
    Gen    2: 1294709
    Gen    3: 1430577
    Gen    4: 1574159
    Gen    5: 1666751
    Gen    6: 1745135
    Gen    7: 1796231
    Gen    8: 1840327
    Gen    9: 1868237
    Gen   10: 1888041
    Gen   11: 1901758
    Gen   12: 1918017
    Gen   13: 1926491
    Gen   14: 1933094
    Gen   15: 1939834
    Gen   16: 1945553
    Gen   17: 1948312
    Gen   18: 1952379
    Gen   19: 1954802
    Gen   20: 1958966
    Gen   21: 1961891
    Gen   22: 1962490
    Gen   23: 1966040
    Gen   24: 1966958
    Gen   25: 1967995
    Gen   26: 1969726
    Gen   27: 1971209
    Gen   28: 1972588
    Gen   29: 1975002
    Gen   30: 1975448
    Gen   31: 1977226
    Gen   32: 1978312
    Gen   33: 1978690
    Gen   34: 1979517
    Gen   35: 1980377
    Gen   36: 1980769
    Gen   37: 1981310
    Gen   38: 1981856
    Gen   39: 1982573
    Gen   40: 1983207
    Gen   41: 1983820
    Gen   42: 1984370
    Gen   43: 1985994
    Gen   44: 1986096
    Gen   45: 1986307
    Gen   46: 1986836
    Gen   47: 1987512
    Gen   48: 1987573
    Gen   49: 1988048
    Gen   50: 1988388
    Gen   51: 1988883
    Gen   52: 1989302
    Gen   53: 1989595
    Gen   54: 1990079
    Gen   55: 1990372
    Gen   56: 1990554
    Gen   57: 1990854
    Gen   58: 1991390
    Gen   59: 1991483
    Gen   60: 1991662
    Gen   61: 1991771
    Gen   62: 1991919
    Gen   63: 1992136
    Gen   64: 1992177
    Gen   65: 1992220
    Gen   66: 1992337
    Gen   67: 1992408
    Gen   68: 1992473
    Gen   69: 1992496
    Gen   70: 1992549
    Gen   71: 1992628
    Gen   72: 1992688
    Gen   73: 1992727
    Gen   74: 1992837
    Gen   75: 1992894
    Gen   76: 1992944
    Gen   77: 1992973
    Gen   78: 1993002
    Gen   79: 1993037
    Gen   80: 1993112
    Gen   81: 1993163
    Gen   82: 1993173
    Gen   83: 1993215
    Gen   84: 1993247
    Gen   85: 1993287
    Gen   86: 1993310
    Gen   87: 1993325
    Gen   88: 1993337
    Gen   89: 1993342
    Gen   90: 1993353
    Gen   91: 1993368
    Gen   92: 1993381
    Gen   93: 1993398
    Gen   94: 1993408
    Gen   95: 1993418
    Gen   96: 1993429
    Gen   97: 1993438
    Gen   98: 1993438
    Gen   99: 1993438
    Gen  100: 1993449
    Gen  101: 1993453
    Gen  102: 1993453
    Gen  103: 1993467
    Gen  104: 1993475
    Gen  105: 1993479
    Gen  106: 1993492
    Gen  107: 1993492
    Gen  108: 1993492
    Gen  109: 1993492
    Gen  110: 1993492
    Gen  111: 1993492
    Gen  112: 1993492
    Gen  113: 1993492
    Gen  114: 1993492
    Gen  115: 1993492
    Gen  116: 1993492
    Gen  117: 1993492
    Gen  118: 1993492
    Gen  119: 1993492
    Gen  120: 1993492
    Gen  121: 1993492
    Gen  122: 1993492
    Gen  123: 1993492
    Gen  124: 1993492
    Gen  125: 1993492
    Gen  126: 1993492
    Gen  127: 1993492
    Gen  128: 1993492
    Gen  129: 1993492
    Gen  130: 1993492
    Gen  131: 1993492
    Gen  132: 1993492
    Gen  133: 1993492
    Gen  134: 1993492
    Gen  135: 1993492
    Gen  136: 1993492
    Gen  137: 1993492
    Gen  138: 1993492
    Gen  139: 1993492
    Gen  140: 1993492
    Gen  141: 1993492
    Gen  142: 1993492
    Gen  143: 1993492
    Gen  144: 1993492
    Gen  145: 1993492
    Gen  146: 1993492
    Gen  147: 1993492
    Gen  148: 1993492
    Gen  149: 1993492
    Gen  150: 1993492
    Gen  151: 1993492
    Gen  152: 1993492
    Gen  153: 1993492
    Gen  154: 1993492
    Gen  155: 1993492
    Gen  156: 1993492
    Gen  157: 1993492
    Gen  158: 1993492
    Gen  159: 1993492
    Gen  160: 1993492
    Gen  161: 1993492
