GA Hiperparametri (C++):
  Velicina populacije: 5000
  Broj generacija: 100
  Velicina turnira: 5
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.3
  Elitizam: 50
  Broj pokretanja: 11

  Pokretanje 1: 1980747 dinara  (16.58s)
  Pokretanje 2: 1983914 dinara  (16.07s)
  Pokretanje 3: 1981116 dinara  (16.19s)
  Pokretanje 4: 1981592 dinara  (16.48s)
  Pokretanje 5: 1981144 dinara  (16.18s)
  Pokretanje 6: 1984502 dinara  (16.35s)
  Pokretanje 7: 1983447 dinara  (16.22s)
  Pokretanje 8: 1983524 dinara  (16.60s)
  Pokretanje 9: 1974655 dinara  (16.11s)
  Pokretanje 10: 1982228 dinara  (16.03s)
  Pokretanje 11: 1981672 dinara  (16.18s)

  PROSEK:   1981685.5
  MEDIJANA: 1981672.0
  NAJBOLJI: 1984502
  NAJGORI:  1974655
  STDEV:    2533.6
  UKUPNO VREME: 179.0s
  PROSECNO VREME: 16.3s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 995553
    Gen    1: 1108660
    Gen    2: 1197177
    Gen    3: 1293307
    Gen    4: 1383723
    Gen    5: 1487275
    Gen    6: 1578729
    Gen    7: 1647283
    Gen    8: 1716759
    Gen    9: 1760873
    Gen   10: 1806168
    Gen   11: 1834007
    Gen   12: 1855577
    Gen   13: 1871886
    Gen   14: 1887525
    Gen   15: 1901974
    Gen   16: 1912144
    Gen   17: 1916265
    Gen   18: 1921881
    Gen   19: 1928064
    Gen   20: 1932890
    Gen   21: 1936682
    Gen   22: 1939117
    Gen   23: 1940948
    Gen   24: 1944188
    Gen   25: 1945313
    Gen   26: 1947823
    Gen   27: 1949155
    Gen   28: 1951629
    Gen   29: 1952924
    Gen   30: 1953478
    Gen   31: 1955722
    Gen   32: 1956996
    Gen   33: 1957677
    Gen   34: 1958276
    Gen   35: 1959223
    Gen   36: 1960774
    Gen   37: 1961264
    Gen   38: 1962283
    Gen   39: 1962283
    Gen   40: 1963064
    Gen   41: 1964475
    Gen   42: 1964656
    Gen   43: 1965648
    Gen   44: 1966233
    Gen   45: 1967920
    Gen   46: 1967920
    Gen   47: 1968167
    Gen   48: 1968941
    Gen   49: 1968941
    Gen   50: 1969200
    Gen   51: 1970263
    Gen   52: 1970982
    Gen   53: 1971345
    Gen   54: 1971483
    Gen   55: 1972119
    Gen   56: 1973868
    Gen   57: 1973868
    Gen   58: 1974844
    Gen   59: 1974844
    Gen   60: 1974928
    Gen   61: 1975626
    Gen   62: 1975626
    Gen   63: 1975945
    Gen   64: 1976070
    Gen   65: 1976171
    Gen   66: 1976421
    Gen   67: 1976610
    Gen   68: 1976755
    Gen   69: 1976939
    Gen   70: 1977203
    Gen   71: 1977375
    Gen   72: 1978015
    Gen   73: 1978015
    Gen   74: 1978274
    Gen   75: 1978497
    Gen   76: 1978557
    Gen   77: 1978840
    Gen   78: 1978999
    Gen   79: 1979059
    Gen   80: 1979231
    Gen   81: 1979388
    Gen   82: 1979442
    Gen   83: 1979517
    Gen   84: 1979517
    Gen   85: 1979614
    Gen   86: 1979833
    Gen   87: 1979850
    Gen   88: 1980106
    Gen   89: 1980114
    Gen   90: 1980203
    Gen   91: 1980432
    Gen   92: 1980501
    Gen   93: 1980501
    Gen   94: 1980534
    Gen   95: 1980580
    Gen   96: 1980631
    Gen   97: 1980708
    Gen   98: 1980747
    Gen   99: 1980747

  Pokretanje 2:
    Gen    0: 995885
    Gen    1: 1099424
    Gen    2: 1211881
    Gen    3: 1298136
    Gen    4: 1386187
    Gen    5: 1493248
    Gen    6: 1573569
    Gen    7: 1653898
    Gen    8: 1724085
    Gen    9: 1770779
    Gen   10: 1804677
    Gen   11: 1831214
    Gen   12: 1857410
    Gen   13: 1874566
    Gen   14: 1890037
    Gen   15: 1901381
    Gen   16: 1909966
    Gen   17: 1916952
    Gen   18: 1920867
    Gen   19: 1928638
    Gen   20: 1932387
    Gen   21: 1933677
    Gen   22: 1938625
    Gen   23: 1939359
    Gen   24: 1941827
    Gen   25: 1944104
    Gen   26: 1946208
    Gen   27: 1947292
    Gen   28: 1950367
    Gen   29: 1951249
    Gen   30: 1951772
    Gen   31: 1953383
    Gen   32: 1954198
    Gen   33: 1956080
    Gen   34: 1958293
    Gen   35: 1958524
    Gen   36: 1959327
    Gen   37: 1960633
    Gen   38: 1962124
    Gen   39: 1962712
    Gen   40: 1963577
    Gen   41: 1964595
    Gen   42: 1965640
    Gen   43: 1965903
    Gen   44: 1967341
    Gen   45: 1968934
    Gen   46: 1970430
    Gen   47: 1970688
    Gen   48: 1970992
    Gen   49: 1971985
    Gen   50: 1972456
    Gen   51: 1973210
    Gen   52: 1973293
    Gen   53: 1974386
    Gen   54: 1974970
    Gen   55: 1975443
    Gen   56: 1975443
    Gen   57: 1975599
