run,generation,evaluations,best_fitness
1,0,10000,997334
1,1,20000,997334
1,2,30000,997334
1,3,40000,997334
1,4,50000,997334
1,5,60000,998305
1,6,70000,998717
1,7,80000,998717
1,8,90000,998717
1,9,100000,998717
1,10,110000,1001135
1,11,120000,1001135
1,12,130000,1001135
1,13,140000,1001135
1,14,150000,1001135
1,15,160000,1001135
1,16,170000,1001135
1,17,180000,1001135
1,18,190000,1001135
1,19,200000,1001135
1,20,210000,1001135
1,21,220000,1001135
1,22,230000,1001135
1,23,240000,1001135
1,24,250000,1001135
1,25,260000,1001135
1,26,270000,1001135
1,27,280000,1001135
1,28,290000,1001135
1,29,300000,1001135
1,30,310000,1001135
1,31,320000,1001135
1,32,330000,1001135
1,33,340000,1001135
1,34,350000,1001135
1,35,360000,1001135
1,36,370000,1001135
1,37,380000,1001135
1,38,390000,1001135
1,39,400000,1001135
1,40,410000,1001135
1,41,420000,1001135
1,42,430000,1001135
1,43,440000,1001135
1,44,450000,1001135
1,45,460000,1001135
1,46,470000,1001135
1,47,480000,1001135
1,48,490000,1001135
1,49,500000,1001135
2,0,10000,997658
2,1,20000,997658
2,2,30000,997658
2,3,40000,998380
2,4,50000,998380
2,5,60000,998380
2,6,70000,998380
2,7,80000,1001014
2,8,90000,1001014
2,9,100000,1001014
2,10,110000,1001014
2,11,120000,1001014
2,12,130000,1001014
2,13,140000,1001014
2,14,150000,1001014
2,15,160000,1001014
2,16,170000,1001014
2,17,180000,1001014
2,18,190000,1001014
2,19,200000,1001014
2,20,210000,1001014
2,21,220000,1001014
2,22,230000,1001014
2,23,240000,1001014
2,24,250000,1001014
2,25,260000,1001014
2,26,270000,1001014
2,27,280000,1001014
2,28,290000,1001014
2,29,300000,1001014
2,30,310000,1001014
2,31,320000,1001014
2,32,330000,1001014
2,33,340000,1001014
2,34,350000,1001014
2,35,360000,1001014
2,36,370000,1001014
2,37,380000,1001014
2,38,390000,1001014
2,39,400000,1001014
2,40,410000,1001014
2,41,420000,1001014
2,42,430000,1001014
2,43,440000,1001014
2,44,450000,1001014
2,45,460000,1001014
2,46,470000,1001014
2,47,480000,1001014
2,48,490000,1001014
2,49,500000,1001014
3,0,10000,998361
3,1,20000,1001759
3,2,30000,1001759
3,3,40000,1001759
3,4,50000,1001759
3,5,60000,1001759
3,6,70000,1001759
3,7,80000,1001759
3,8,90000,1001759
3,9,100000,1001759
3,10,110000,1001759
3,11,120000,1001759
3,12,130000,1001759
3,13,140000,1001759
3,14,150000,1001759
3,15,160000,1001759
3,16,170000,1001759
3,17,180000,1001759
3,18,190000,1001759
3,19,200000,1001759
3,20,210000,1001759
3,21,220000,1001759
3,22,230000,1001759
3,23,240000,1001759
3,24,250000,1001759
3,25,260000,1001759
3,26,270000,1001759
3,27,280000,1001759
3,28,290000,1001759
3,29,300000,1001759
3,30,310000,1001759
3,31,320000,1001759
3,32,330000,1001759
3,33,340000,1001759
3,34,350000,1001759
3,35,360000,1001759
3,36,370000,1001759
3,37,380000,1001759
3,38,390000,1001759
3,39,400000,1001759
3,40,410000,1001759
3,41,420000,1001759
3,42,430000,1001759
3,43,440000,1001759
3,44,450000,1001759
3,45,460000,1001759
3,46,470000,1001759
3,47,480000,1001759
3,48,490000,1001759
3,49,500000,1001759
4,0,10000,998320
4,1,20000,998320
4,2,30000,998320
4,3,40000,998320
4,4,50000,998320
4,5,60000,998320
4,6,70000,998374
4,7,80000,998374
4,8,90000,998374
4,9,100000,998841
4,10,110000,1000263
4,11,120000,1000263
4,12,130000,1000263
4,13,140000,1000263
4,14,150000,1000263
4,15,160000,1000263
4,16,170000,1000263
4,17,180000,1000263
4,18,190000,1000263
4,19,200000,1000263
4,20,210000,1000263
4,21,220000,1000263
4,22,230000,1000263
4,23,240000,1000263
4,24,250000,1000263
4,25,260000,1000263
4,26,270000,1000263
4,27,280000,1000263
4,28,290000,1000263
4,29,300000,1000263
4,30,310000,1000263
4,31,320000,1000263
4,32,330000,1000263
4,33,340000,1000263
4,34,350000,1000263
4,35,360000,1000263
4,36,370000,1000263
4,37,380000,1000263
4,38,390000,1000263
4,39,400000,1000263
4,40,410000,1000263
4,41,420000,1000263
4,42,430000,1000263
4,43,440000,1000263
4,44,450000,1000263
4,45,460000,1000263
4,46,470000,1000263
4,47,480000,1000263
4,48,490000,1000263
4,49,500000,1000263
5,0,10000,996136
5,1,20000,998315
5,2,30000,998315
5,3,40000,998315
5,4,50000,998315
5,5,60000,998315
5,6,70000,998315
5,7,80000,998315
5,8,90000,998315
5,9,100000,998315
5,10,110000,998315
5,11,120000,998315
5,12,130000,998315
5,13,140000,998727
5,14,150000,998727
5,15,160000,998727
5,16,170000,998727
5,17,180000,998727
5,18,190000,998727
5,19,200000,998727
5,20,210000,998727
5,21,220000,998727
5,22,230000,998727
5,23,240000,998727
5,24,250000,998727
5,25,260000,998727
5,26,270000,998732
5,27,280000,998732
5,28,290000,1000607
5,29,300000,1000607
5,30,310000,1000607
5,31,320000,1000607
5,32,330000,1000607
5,33,340000,1000607
5,34,350000,1000607
5,35,360000,1000607
5,36,370000,1000607
5,37,380000,1000607
5,38,390000,1000607
5,39,400000,1000607
5,40,410000,1000607
5,41,420000,1000607
5,42,430000,1000607
5,43,440000,1000607
5,44,450000,1000607
5,45,460000,1000607
5,46,470000,1000607
5,47,480000,1000607
5,48,490000,1000607
5,49,500000,1000607
