GA Hiperparametri (C++):
  Velicina populacije: 1000
  Broj generacija: 500
  Velicina turnira: 5
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 30
  Broj pokretanja: 15

  Pokretanje 1: 88786 dinara  (0.18s)
  Pokretanje 2: 88837 dinara  (0.17s)
  Pokretanje 3: 88751 dinara  (0.17s)
  Pokretanje 4: 88894 dinara  (0.17s)
  Pokretanje 5: 88617 dinara  (0.17s)
  Pokretanje 6: 88681 dinara  (0.17s)
  Pokretanje 7: 88858 dinara  (0.17s)
  Pokretanje 8: 88602 dinara  (0.17s)
  Pokretanje 9: 88707 dinara  (0.17s)
  Pokretanje 10: 88679 dinara  (0.17s)
  Pokretanje 11: 88664 dinara  (0.17s)
  Pokretanje 12: 88673 dinara  (0.17s)
  Pokretanje 13: 88697 dinara  (0.17s)
  Pokretanje 14: 88550 dinara  (0.17s)
  Pokretanje 15: 88716 dinara  (0.17s)

  PROSEK:   88714.1
  MEDIJANA: 88697.0
  NAJBOLJI: 88894
  NAJGORI:  88550
  STDEV:    93.3
  UKUPNO VREME: 2.6s
  PROSECNO VREME: 0.2s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 73205
    Gen    1: 76112
    Gen    2: 77636
    Gen    3: 79057
    Gen    4: 80544
    Gen    5: 81256
    Gen    6: 81256
    Gen    7: 82012
    Gen    8: 83116
    Gen    9: 83123
    Gen   10: 84023
    Gen   11: 84651
    Gen   12: 85028
    Gen   13: 85223
    Gen   14: 85339
    Gen   15: 85363
    Gen   16: 85480
    Gen   17: 85650
    Gen   18: 85725
    Gen   19: 85741
    Gen   20: 86013
    Gen   21: 86127
    Gen   22: 86428
    Gen   23: 86603
    Gen   24: 86662
    Gen   25: 86776
    Gen   26: 87191
    Gen   27: 87192
    Gen   28: 87205
    Gen   29: 87304
    Gen   30: 87304
    Gen   31: 87325
    Gen   32: 87384
    Gen   33: 87413
    Gen   34: 87591
    Gen   35: 87591
    Gen   36: 87601
    Gen   37: 87622
    Gen   38: 87667
    Gen   39: 87708
    Gen   40: 87792
    Gen   41: 87792
    Gen   42: 87811
    Gen   43: 87811
    Gen   44: 87831
    Gen   45: 87870
    Gen   46: 87880
    Gen   47: 87908
    Gen   48: 87942
    Gen   49: 87960
    Gen   50: 87971
    Gen   51: 88071
    Gen   52: 88086
    Gen   53: 88101
    Gen   54: 88102
    Gen   55: 88137
    Gen   56: 88166
    Gen   57: 88199
    Gen   58: 88199
    Gen   59: 88217
    Gen   60: 88217
    Gen   61: 88227
    Gen   62: 88243
    Gen   63: 88257
    Gen   64: 88263
    Gen   65: 88273
    Gen   66: 88299
    Gen   67: 88299
    Gen   68: 88331
    Gen   69: 88348
    Gen   70: 88367
    Gen   71: 88368
    Gen   72: 88368
    Gen   73: 88386
    Gen   74: 88386
    Gen   75: 88386
    Gen   76: 88386
    Gen   77: 88390
    Gen   78: 88390
    Gen   79: 88390
    Gen   80: 88390
    Gen   81: 88390
    Gen   82: 88390
    Gen   83: 88390
    Gen   84: 88390
    Gen   85: 88390
    Gen   86: 88398
    Gen   87: 88398
    Gen   88: 88398
    Gen   89: 88398
    Gen   90: 88401
    Gen   91: 88401
    Gen   92: 88402
    Gen   93: 88402
    Gen   94: 88445
    Gen   95: 88457
    Gen   96: 88457
    Gen   97: 88457
    Gen   98: 88460
    Gen   99: 88460
    Gen  100: 88464
    Gen  101: 88467
    Gen  102: 88470
    Gen  103: 88470
    Gen  104: 88484
    Gen  105: 88484
    Gen  106: 88493
    Gen  107: 88496
    Gen  108: 88499
    Gen  109: 88505
    Gen  110: 88515
    Gen  111: 88518
    Gen  112: 88543
    Gen  113: 88543
    Gen  114: 88553
    Gen  115: 88556
    Gen  116: 88559
    Gen  117: 88565
    Gen  118: 88569
    Gen  119: 88581
    Gen  120: 88584
    Gen  121: 88584
    Gen  122: 88585
    Gen  123: 88587
    Gen  124: 88587
    Gen  125: 88588
    Gen  126: 88590
    Gen  127: 88593
    Gen  128: 88593
    Gen  129: 88593
    Gen  130: 88597
    Gen  131: 88615
    Gen  132: 88616
    Gen  133: 88622
    Gen  134: 88636
    Gen  135: 88636
    Gen  136: 88636
    Gen  137: 88636
    Gen  138: 88642
    Gen  139: 88642
    Gen  140: 88644
    Gen  141: 88646
    Gen  142: 88646
    Gen  143: 88653
    Gen  144: 88653
    Gen  145: 88653
    Gen  146: 88661
    Gen  147: 88661
    Gen  148: 88665
    Gen  149: 88669
    Gen  150: 88670
    Gen  151: 88670
    Gen  152: 88670
    Gen  153: 88680
    Gen  154: 88681
    Gen  155: 88681
    Gen  156: 88681
    Gen  157: 88681
    Gen  158: 88681
    Gen  159: 88681
    Gen  160: 88681
    Gen  161: 88693
    Gen  162: 88693
    Gen  163: 88693
    Gen  164: 88693
    Gen  165: 88693
    Gen  166: 88701
    Gen  167: 88701
    Gen  168: 88701
    Gen  169: 88701
    Gen  170: 88701
    Gen  171: 88701
    Gen  172: 88701
    Gen  173: 88701
    Gen  174: 88701
    Gen  175: 88701
    Gen  176: 88701
    Gen  177: 88701
    Gen  178: 88701
    Gen  179: 88701
    Gen  180: 88701
    Gen  181: 88701
    Gen  182: 88705
    Gen  183: 88705
    Gen  184: 88709
    Gen  185: 88709
    Gen  186: 88709
    Gen  187: 88709
    Gen  188: 88709
    Gen  189: 88709
    Gen  190: 88709
    Gen  191: 88709
    Gen  192: 88709
    Gen  193: 88709
    Gen  194: 88709
    Gen  195: 88713
    Gen  196: 88713
