GA Hiperparametri (C++):
  Velicina populacije: 1000
  Broj generacija: 200
  Velicina turnira: 5
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 30
  Broj pokretanja: 15

  Pokretanje 1: 88467 dinara  (0.10s)
  Pokretanje 2: 88464 dinara  (0.08s)
  Pokretanje 3: 88552 dinara  (0.08s)
  Pokretanje 4: 88473 dinara  (0.07s)
  Pokretanje 5: 88650 dinara  (0.08s)
  Pokretanje 6: 88674 dinara  (0.08s)
  Pokretanje 7: 88391 dinara  (0.08s)
  Pokretanje 8: 88746 dinara  (0.08s)
  Pokretanje 9: 88492 dinara  (0.08s)
  Pokretanje 10: 88340 dinara  (0.08s)
  Pokretanje 11: 88710 dinara  (0.08s)
  Pokretanje 12: 88696 dinara  (0.08s)
  Pokretanje 13: 88469 dinara  (0.08s)
  Pokretanje 14: 88422 dinara  (0.08s)
  Pokretanje 15: 88463 dinara  (0.08s)

  PROSEK:   88533.9
  MEDIJANA: 88473.0
  NAJBOLJI: 88746
  NAJGORI:  88340
  STDEV:    123.9
  UKUPNO VREME: 1.2s
  PROSECNO VREME: 0.1s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 73079
    Gen    1: 77009
    Gen    2: 77721
    Gen    3: 79484
    Gen    4: 79710
    Gen    5: 80602
    Gen    6: 81609
    Gen    7: 81943
    Gen    8: 82488
    Gen    9: 83573
    Gen   10: 83605
    Gen   11: 83631
    Gen   12: 83985
    Gen   13: 84268
    Gen   14: 84685
    Gen   15: 84705
    Gen   16: 85159
    Gen   17: 85340
    Gen   18: 85340
    Gen   19: 85474
    Gen   20: 85619
    Gen   21: 85890
    Gen   22: 85914
    Gen   23: 86116
    Gen   24: 86240
    Gen   25: 86315
    Gen   26: 86327
    Gen   27: 86528
    Gen   28: 86638
    Gen   29: 86694
    Gen   30: 86732
    Gen   31: 86823
    Gen   32: 86892
    Gen   33: 86902
    Gen   34: 86925
    Gen   35: 86994
    Gen   36: 87006
    Gen   37: 87096
    Gen   38: 87110
    Gen   39: 87110
    Gen   40: 87176
    Gen   41: 87268
    Gen   42: 87357
    Gen   43: 87458
    Gen   44: 87490
    Gen   45: 87495
    Gen   46: 87533
    Gen   47: 87546
    Gen   48: 87558
    Gen   49: 87571
    Gen   50: 87635
    Gen   51: 87641
    Gen   52: 87675
    Gen   53: 87723
    Gen   54: 87724
    Gen   55: 87738
    Gen   56: 87820
    Gen   57: 87826
    Gen   58: 87840
    Gen   59: 87844
    Gen   60: 87855
    Gen   61: 87867
    Gen   62: 87908
    Gen   63: 87916
    Gen   64: 87937
    Gen   65: 87950
    Gen   66: 87964
    Gen   67: 87990
    Gen   68: 87992
    Gen   69: 88001
    Gen   70: 88008
    Gen   71: 88020
    Gen   72: 88026
    Gen   73: 88029
    Gen   74: 88054
    Gen   75: 88054
    Gen   76: 88074
    Gen   77: 88096
    Gen   78: 88096
    Gen   79: 88106
    Gen   80: 88118
    Gen   81: 88122
    Gen   82: 88138
    Gen   83: 88145
    Gen   84: 88167
    Gen   85: 88171
    Gen   86: 88173
    Gen   87: 88186
    Gen   88: 88189
    Gen   89: 88199
    Gen   90: 88201
    Gen   91: 88202
    Gen   92: 88214
    Gen   93: 88214
    Gen   94: 88214
    Gen   95: 88221
