GA Hiperparametri (C++):
  Velicina populacije: 200
  Broj generacija: 500
  Velicina turnira: 4
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 6
  Broj pokretanja: 15

  Pokretanje 1: 88035 dinara  (0.06s)
  Pokretanje 2: 87989 dinara  (0.04s)
  Pokretanje 3: 88438 dinara  (0.04s)
  Pokretanje 4: 88005 dinara  (0.04s)
  Pokretanje 5: 88156 dinara  (0.04s)
  Pokretanje 6: 88076 dinara  (0.04s)
  Pokretanje 7: 88123 dinara  (0.04s)
  Pokretanje 8: 88026 dinara  (0.04s)
  Pokretanje 9: 88636 dinara  (0.04s)
  Pokretanje 10: 88144 dinara  (0.04s)
  Pokretanje 11: 88215 dinara  (0.03s)
  Pokretanje 12: 87984 dinara  (0.04s)
  Pokretanje 13: 88157 dinara  (0.04s)
  Pokretanje 14: 88510 dinara  (0.04s)
  Pokretanje 15: 88549 dinara  (0.04s)

  PROSEK:   88202.9
  MEDIJANA: 88144.0
  NAJBOLJI: 88636
  NAJGORI:  87984
  STDEV:    212.9
  UKUPNO VREME: 0.6s
  PROSECNO VREME: 0.0s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 72881
    Gen    1: 74754
    Gen    2: 78056
    Gen    3: 78874
    Gen    4: 78874
    Gen    5: 79356
    Gen    6: 79913
    Gen    7: 80041
    Gen    8: 80363
    Gen    9: 80522
    Gen   10: 81262
    Gen   11: 81311
    Gen   12: 81780
    Gen   13: 81817
    Gen   14: 81996
    Gen   15: 82189
    Gen   16: 82405
    Gen   17: 82411
    Gen   18: 82823
    Gen   19: 82997
    Gen   20: 83164
    Gen   21: 83358
    Gen   22: 83652
    Gen   23: 83791
    Gen   24: 83901
    Gen   25: 84547
    Gen   26: 84560
    Gen   27: 84560
    Gen   28: 84851
    Gen   29: 84851
    Gen   30: 84922
    Gen   31: 85217
    Gen   32: 85217
    Gen   33: 85359
    Gen   34: 85410
    Gen   35: 85583
    Gen   36: 85591
    Gen   37: 85603
    Gen   38: 85630
    Gen   39: 85644
    Gen   40: 85644
    Gen   41: 85675
    Gen   42: 85683
    Gen   43: 85761
    Gen   44: 85819
    Gen   45: 85910
    Gen   46: 85910
    Gen   47: 85954
    Gen   48: 85972
    Gen   49: 85989
    Gen   50: 86007
    Gen   51: 86013
    Gen   52: 86013
    Gen   53: 86013
    Gen   54: 86106
    Gen   55: 86106
    Gen   56: 86118
    Gen   57: 86178
    Gen   58: 86185
    Gen   59: 86269
    Gen   60: 86293
    Gen   61: 86298
    Gen   62: 86306
    Gen   63: 86389
    Gen   64: 86451
    Gen   65: 86466
    Gen   66: 86496
    Gen   67: 86496
    Gen   68: 86507
    Gen   69: 86519
    Gen   70: 86520
    Gen   71: 86526
    Gen   72: 86532
    Gen   73: 86532
    Gen   74: 86555
    Gen   75: 86692
    Gen   76: 86696
    Gen   77: 86696
    Gen   78: 86729
    Gen   79: 86735
    Gen   80: 86743
    Gen   81: 86751
    Gen   82: 86888
    Gen   83: 86910
    Gen   84: 86924
    Gen   85: 86924
    Gen   86: 86929
    Gen   87: 86935
    Gen   88: 86935
    Gen   89: 86975
    Gen   90: 87012
    Gen   91: 87055
    Gen   92: 87055
    Gen   93: 87055
    Gen   94: 87095
    Gen   95: 87095
    Gen   96: 87105
    Gen   97: 87159
    Gen   98: 87159
    Gen   99: 87163
    Gen  100: 87173
    Gen  101: 87173
    Gen  102: 87182
    Gen  103: 87192
    Gen  104: 87285
    Gen  105: 87285
    Gen  106: 87296
    Gen  107: 87296
    Gen  108: 87296
    Gen  109: 87296
    Gen  110: 87347
    Gen  111: 87347
    Gen  112: 87347
    Gen  113: 87379
    Gen  114: 87392
    Gen  115: 87392
    Gen  116: 87432
    Gen  117: 87442
    Gen  118: 87442
    Gen  119: 87444
    Gen  120: 87452
    Gen  121: 87459
    Gen  122: 87469
    Gen  123: 87473
    Gen  124: 87482
    Gen  125: 87487
    Gen  126: 87487
    Gen  127: 87491
    Gen  128: 87493
    Gen  129: 87493
    Gen  130: 87509
    Gen  131: 87509
    Gen  132: 87532
    Gen  133: 87532
    Gen  134: 87619
    Gen  135: 87633
    Gen  136: 87644
    Gen  137: 87646
    Gen  138: 87675
    Gen  139: 87675
    Gen  140: 87697
    Gen  141: 87714
    Gen  142: 87714
    Gen  143: 87718
    Gen  144: 87718
    Gen  145: 87718
    Gen  146: 87725
    Gen  147: 87750
    Gen  148: 87757
    Gen  149: 87757
    Gen  150: 87760
    Gen  151: 87760
    Gen  152: 87763
    Gen  153: 87763
    Gen  154: 87763
    Gen  155: 87763
    Gen  156: 87763
    Gen  157: 87763
    Gen  158: 87763
    Gen  159: 87763
    Gen  160: 87764
    Gen  161: 87769
    Gen  162: 87769
    Gen  163: 87769
    Gen  164: 87772
    Gen  165: 87773
    Gen  166: 87773
    Gen  167: 87776
    Gen  168: 87778
    Gen  169: 87778
    Gen  170: 87778
    Gen  171: 87778
    Gen  172: 87778
    Gen  173: 87779
    Gen  174: 87780
    Gen  175: 87787
    Gen  176: 87793
    Gen  177: 87793
    Gen  178: 87810
    Gen  179: 87816
    Gen  180: 87824
    Gen  181: 87824
    Gen  182: 87828
    Gen  183: 87831
    Gen  184: 87839
    Gen  185: 87839
    Gen  186: 87841
    Gen  187: 87841
    Gen  188: 87843
    Gen  189: 87843
    Gen  190: 87845
    Gen  191: 87847
    Gen  192: 87850
    Gen  193: 87851
    Gen  194: 87851
    Gen  195: 87857
    Gen  196: 87857
    Gen  197: 87861
    Gen  198: 87861
    Gen  199: 87861
    Gen  200: 87863
    Gen  201: 87863
    Gen  202: 87863
    Gen  203: 87863
    Gen  204: 87863
    Gen  205: 87863
    Gen  206: 87879
    Gen  207: 87879
    Gen  208: 87879
    Gen  209: 87879
    Gen  210: 87879
    Gen  211: 87879
    Gen  212: 87879
    Gen  213: 87879
    Gen  214: 87879
    Gen  215: 87879
    Gen  216: 87879
    Gen  217: 87879
    Gen  218: 87879
    Gen  219: 87879
    Gen  220: 87879
    Gen  221: 87910
    Gen  222: 87910
    Gen  223: 87910
    Gen  224: 87910
    Gen  225: 87910
    Gen  226: 87910
    Gen  227: 87910
    Gen  228: 87910
    Gen  229: 87911
    Gen  230: 87911
    Gen  231: 87911
    Gen  232: 87913
    Gen  233: 87913
    Gen  234: 87913
    Gen  235: 87913
    Gen  236: 87913
    Gen  237: 87913
    Gen  238: 87913
    Gen  239: 87913
    Gen  240: 87913
    Gen  241: 87913
    Gen  242: 87913
    Gen  243: 87913
    Gen  244: 87913
    Gen  245: 87914
    Gen  246: 87914
    Gen  247: 87914
    Gen  248: 87914
    Gen  249: 87914
    Gen  250: 87914
    Gen  251: 87914
    Gen  252: 87922
    Gen  253: 87922
    Gen  254: 87922
    Gen  255: 87922
    Gen  256: 87923
    Gen  257: 87923
    Gen  258: 87923
    Gen  259: 87923
    Gen  260: 87923
    Gen  261: 87923
    Gen  262: 87923
    Gen  263: 87923
    Gen  264: 87923
    Gen  265: 87923
    Gen  266: 87923
    Gen  267: 87926
    Gen  268: 87926
    Gen  269: 87926
    Gen  270: 87926
    Gen  271: 87926
    Gen  272: 87926
    Gen  273: 87926
    Gen  274: 87926
    Gen  275: 87926
    Gen  276: 87928
    Gen  277: 87928
    Gen  278: 87939
    Gen  279: 87939
    Gen  280: 87939
    Gen  281: 87939
    Gen  282: 87939
    Gen  283: 87939
    Gen  284: 87939
    Gen  285: 87944
    Gen  286: 87944
    Gen  287: 87944
    Gen  288: 87944
    Gen  289: 87944
    Gen  290: 87944
    Gen  291: 87944
    Gen  292: 87944
    Gen  293: 87945
    Gen  294: 87945
    Gen  295: 87945
    Gen  296: 87954
    Gen  297: 87954
    Gen  298: 87954
    Gen  299: 87956
    Gen  300: 87958
    Gen  301: 87958
    Gen  302: 87958
    Gen  303: 87960
    Gen  304: 87963
    Gen  305: 87968
    Gen  306: 87973
    Gen  307: 87976
    Gen  308: 87977
    Gen  309: 87980
