GA Hiperparametri (C++):
  Velicina populacije: 1000
  Broj generacija: 100
  Velicina turnira: 5
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.1
  Elitizam: 30
  Broj pokretanja: 15

  Pokretanje 1: 88159 dinara  (0.07s)
  Pokretanje 2: 88198 dinara  (0.04s)
  Pokretanje 3: 88090 dinara  (0.04s)
  Pokretanje 4: 88193 dinara  (0.04s)
  Pokretanje 5: 87827 dinara  (0.04s)
  Pokretanje 6: 88307 dinara  (0.04s)
  Pokretanje 7: 88267 dinara  (0.04s)
  Pokretanje 8: 88478 dinara  (0.04s)
  Pokretanje 9: 88199 dinara  (0.04s)
  Pokretanje 10: 88207 dinara  (0.04s)
  Pokretanje 11: 88276 dinara  (0.04s)
  Pokretanje 12: 88138 dinara  (0.04s)
  Pokretanje 13: 87996 dinara  (0.04s)
  Pokretanje 14: 88212 dinara  (0.04s)
  Pokretanje 15: 88324 dinara  (0.04s)

  PROSEK:   88191.4
  MEDIJANA: 88199.0
  NAJBOLJI: 88478
  NAJGORI:  87827
  STDEV:    144.2
  UKUPNO VREME: 0.6s
  PROSECNO VREME: 0.0s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 73473
    Gen    1: 76144
    Gen    2: 77120
    Gen    3: 78372
    Gen    4: 79666
    Gen    5: 80235
    Gen    6: 82271
    Gen    7: 82271
    Gen    8: 82801
    Gen    9: 83102
    Gen   10: 83156
    Gen   11: 83476
    Gen   12: 83716
    Gen   13: 83795
    Gen   14: 84255
    Gen   15: 84255
    Gen   16: 84630
    Gen   17: 85067
    Gen   18: 85067
    Gen   19: 85101
    Gen   20: 85372
    Gen   21: 85372
    Gen   22: 85394
    Gen   23: 85473
    Gen   24: 85774
    Gen   25: 85774
    Gen   26: 86000
    Gen   27: 86070
    Gen   28: 86156
    Gen   29: 86265
    Gen   30: 86302
    Gen   31: 86591
    Gen   32: 86637
    Gen   33: 86657
    Gen   34: 86872
    Gen   35: 86894
    Gen   36: 86950
    Gen   37: 86972
    Gen   38: 87056
    Gen   39: 87056
    Gen   40: 87076
    Gen   41: 87099
    Gen   42: 87192
    Gen   43: 87208
    Gen   44: 87255
    Gen   45: 87291
    Gen   46: 87328
    Gen   47: 87363
    Gen   48: 87452
    Gen   49: 87470
    Gen   50: 87515
    Gen   51: 87547
    Gen   52: 87607
    Gen   53: 87609
    Gen   54: 87631
    Gen   55: 87668
    Gen   56: 87669
    Gen   57: 87686
    Gen   58: 87693
    Gen   59: 87728
    Gen   60: 87735
    Gen   61: 87772
    Gen   62: 87796
    Gen   63: 87800
    Gen   64: 87827
    Gen   65: 87848
    Gen   66: 87851
    Gen   67: 87872
    Gen   68: 87896
    Gen   69: 87922
    Gen   70: 87948
    Gen   71: 87955
    Gen   72: 87964
    Gen   73: 87969
    Gen   74: 88016
    Gen   75: 88018
    Gen   76: 88041
    Gen   77: 88060
    Gen   78: 88068
    Gen   79: 88074
    Gen   80: 88082
    Gen   81: 88082
    Gen   82: 88082
    Gen   83: 88086
    Gen   84: 88090
    Gen   85: 88090
    Gen   86: 88090
    Gen   87: 88090
    Gen   88: 88090
    Gen   89: 88090
    Gen   90: 88090
    Gen   91: 88090
    Gen   92: 88090
    Gen   93: 88090
    Gen   94: 88131
    Gen   95: 88131
    Gen   96: 88131
    Gen   97: 88131
    Gen   98: 88159
    Gen   99: 88159

  Pokretanje 2:
    Gen    0: 72915
    Gen    1: 75622
    Gen    2: 77552
    Gen    3: 79708
    Gen    4: 79902
    Gen    5: 81816
    Gen    6: 81945
    Gen    7: 82422
    Gen    8: 82979
    Gen    9: 83635
    Gen   10: 83685
    Gen   11: 83925
    Gen   12: 84137
    Gen   13: 84545
    Gen   14: 84545
    Gen   15: 84838
    Gen   16: 85034
    Gen   17: 85277
    Gen   18: 85657
    Gen   19: 85669
    Gen   20: 85803
    Gen   21: 85870
    Gen   22: 85947
    Gen   23: 85981
    Gen   24: 86145
    Gen   25: 86314
    Gen   26: 86381
    Gen   27: 86596
    Gen   28: 86652
    Gen   29: 86740
    Gen   30: 86849
    Gen   31: 86872
    Gen   32: 86887
    Gen   33: 86918
    Gen   34: 86992
    Gen   35: 87026
    Gen   36: 87044
    Gen   37: 87108
    Gen   38: 87183
    Gen   39: 87272
    Gen   40: 87383
    Gen   41: 87396
    Gen   42: 87413
    Gen   43: 87418
    Gen   44: 87490
    Gen   45: 87490
    Gen   46: 87526
    Gen   47: 87577
    Gen   48: 87608
    Gen   49: 87620
    Gen   50: 87656
    Gen   51: 87662
    Gen   52: 87698
    Gen   53: 87717
    Gen   54: 87763
    Gen   55: 87789
    Gen   56: 87832
    Gen   57: 87845
    Gen   58: 87853
    Gen   59: 87864
    Gen   60: 87867
    Gen   61: 87871
    Gen   62: 87873
    Gen   63: 87878
    Gen   64: 87880
    Gen   65: 87884
    Gen   66: 87893
    Gen   67: 87893
    Gen   68: 87893
    Gen   69: 87900
    Gen   70: 87914
    Gen   71: 87930
    Gen   72: 87930
    Gen   73: 87948
    Gen   74: 87954
    Gen   75: 87978
    Gen   76: 88025
    Gen   77: 88034
    Gen   78: 88050
    Gen   79: 88057
    Gen   80: 88061
    Gen   81: 88094
    Gen   82: 88096
    Gen   83: 88101
    Gen   84: 88102
    Gen   85: 88104
    Gen   86: 88108
    Gen   87: 88108
    Gen   88: 88142
    Gen   89: 88142
    Gen   90: 88150
    Gen   91: 88158
    Gen   92: 88163
    Gen   93: 88171
    Gen   94: 88182
    Gen   95: 88186
    Gen   96: 88186
    Gen   97: 88188
    Gen   98: 88192
    Gen   99: 88198

  Pokretanje 3:
    Gen    0: 72646
    Gen    1: 76076
    Gen    2: 77638
    Gen    3: 78277
    Gen    4: 79714
    Gen    5: 80295
    Gen    6: 80753
    Gen    7: 81561
    Gen    8: 82215
    Gen    9: 82574
    Gen   10: 82806
    Gen   11: 83411
    Gen   12: 84004
    Gen   13: 84394
    Gen   14: 84394
    Gen   15: 84453
    Gen   16: 84802
    Gen   17: 84849
    Gen   18: 85134
    Gen   19: 85236
    Gen   20: 85272
    Gen   21: 85347
    Gen   22: 85366
    Gen   23: 85414
    Gen   24: 85565
    Gen   25: 85601
    Gen   26: 85646
    Gen   27: 85750
    Gen   28: 85839
    Gen   29: 85870
    Gen   30: 85998
    Gen   31: 86019
    Gen   32: 86147
    Gen   33: 86263
    Gen   34: 86282
    Gen   35: 86472
    Gen   36: 86475
    Gen   37: 86519
    Gen   38: 86636
    Gen   39: 86654
    Gen   40: 86708
    Gen   41: 86848
    Gen   42: 86938
    Gen   43: 87061
    Gen   44: 87172
    Gen   45: 87189
    Gen   46: 87209
    Gen   47: 87226
    Gen   48: 87240
    Gen   49: 87267
    Gen   50: 87279
    Gen   51: 87291
    Gen   52: 87313
    Gen   53: 87411
    Gen   54: 87426
    Gen   55: 87426
    Gen   56: 87465
    Gen   57: 87485
    Gen   58: 87552
    Gen   59: 87564
    Gen   60: 87598
    Gen   61: 87631
    Gen   62: 87654
    Gen   63: 87656
    Gen   64: 87677
    Gen   65: 87677
    Gen   66: 87681
    Gen   67: 87695
    Gen   68: 87696
    Gen   69: 87715
    Gen   70: 87721
