GA Hiperparametri (C++):
  Velicina populacije: 1000
  Broj generacija: 100
  Velicina turnira: 5
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.4
  Elitizam: 30
  Broj pokretanja: 15

  Pokretanje 1: 88186 dinara  (0.07s)
  Pokretanje 2: 88375 dinara  (0.05s)
  Pokretanje 3: 88704 dinara  (0.05s)
  Pokretanje 4: 88581 dinara  (0.05s)
  Pokretanje 5: 88375 dinara  (0.05s)
  Pokretanje 6: 88608 dinara  (0.05s)
  Pokretanje 7: 88523 dinara  (0.06s)
  Pokretanje 8: 88575 dinara  (0.06s)
  Pokretanje 9: 88546 dinara  (0.05s)
  Pokretanje 10: 88410 dinara  (0.12s)
  Pokretanje 11: 88349 dinara  (0.06s)
  Pokretanje 12: 88660 dinara  (0.06s)
  Pokretanje 13: 88448 dinara  (0.06s)
  Pokretanje 14: 88652 dinara  (0.05s)
  Pokretanje 15: 88384 dinara  (0.05s)

  PROSEK:   88491.7
  MEDIJANA: 88523.0
  NAJBOLJI: 88704
  NAJGORI:  88186
  STDEV:    139.7
  UKUPNO VREME: 0.9s
  PROSECNO VREME: 0.1s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 72988
    Gen    1: 75998
    Gen    2: 77967
    Gen    3: 79507
    Gen    4: 81110
    Gen    5: 81216
    Gen    6: 82437
    Gen    7: 83138
    Gen    8: 83211
    Gen    9: 83549
    Gen   10: 83690
    Gen   11: 84181
    Gen   12: 84249
    Gen   13: 84518
    Gen   14: 85002
    Gen   15: 85002
    Gen   16: 85253
    Gen   17: 85397
    Gen   18: 85522
    Gen   19: 85815
    Gen   20: 85947
    Gen   21: 85947
    Gen   22: 86237
    Gen   23: 86240
    Gen   24: 86359
    Gen   25: 86396
    Gen   26: 86504
    Gen   27: 86605
    Gen   28: 86650
    Gen   29: 86696
    Gen   30: 86771
    Gen   31: 86823
    Gen   32: 86871
    Gen   33: 87025
    Gen   34: 87051
    Gen   35: 87174
    Gen   36: 87204
    Gen   37: 87237
    Gen   38: 87250
    Gen   39: 87294
    Gen   40: 87305
    Gen   41: 87373
    Gen   42: 87377
    Gen   43: 87416
    Gen   44: 87457
    Gen   45: 87492
    Gen   46: 87502
    Gen   47: 87522
    Gen   48: 87575
    Gen   49: 87580
    Gen   50: 87591
    Gen   51: 87667
    Gen   52: 87677
    Gen   53: 87722
    Gen   54: 87751
    Gen   55: 87769
    Gen   56: 87771
    Gen   57: 87810
    Gen   58: 87814
    Gen   59: 87819
    Gen   60: 87847
    Gen   61: 87854
    Gen   62: 87870
    Gen   63: 87886
    Gen   64: 87892
    Gen   65: 87893
    Gen   66: 87907
    Gen   67: 87926
    Gen   68: 87941
    Gen   69: 87946
    Gen   70: 87968
    Gen   71: 87968
    Gen   72: 87978
    Gen   73: 87987
    Gen   74: 87995
    Gen   75: 87997
    Gen   76: 88001
    Gen   77: 88010
    Gen   78: 88027
    Gen   79: 88030
    Gen   80: 88032
    Gen   81: 88040
    Gen   82: 88044
    Gen   83: 88052
    Gen   84: 88076
    Gen   85: 88085
    Gen   86: 88100
    Gen   87: 88112
    Gen   88: 88112
    Gen   89: 88122
    Gen   90: 88136
    Gen   91: 88144
    Gen   92: 88153
    Gen   93: 88154
    Gen   94: 88163
    Gen   95: 88174
    Gen   96: 88175
    Gen   97: 88180
    Gen   98: 88182
    Gen   99: 88186

  Pokretanje 2:
    Gen    0: 73401
    Gen    1: 75986
    Gen    2: 78305
    Gen    3: 79288
    Gen    4: 80459
    Gen    5: 80989
    Gen    6: 81821
    Gen    7: 83075
    Gen    8: 83570
    Gen    9: 84245
