GA Hiperparametri (C++):
  Velicina populacije: 1500
  Broj generacija: 100
  Velicina turnira: 6
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 40
  Broj pokretanja: 15

  Pokretanje 1: 88341 dinara  (0.10s)
  Pokretanje 2: 88317 dinara  (0.07s)
  Pokretanje 3: 88592 dinara  (0.07s)
  Pokretanje 4: 88372 dinara  (0.07s)
  Pokretanje 5: 88327 dinara  (0.07s)
  Pokretanje 6: 88595 dinara  (0.07s)
  Pokretanje 7: 88194 dinara  (0.07s)
  Pokretanje 8: 88472 dinara  (0.07s)
  Pokretanje 9: 88457 dinara  (0.07s)
  Pokretanje 10: 88351 dinara  (0.07s)
  Pokretanje 11: 88469 dinara  (0.07s)
  Pokretanje 12: 88478 dinara  (0.08s)
  Pokretanje 13: 88508 dinara  (0.07s)
  Pokretanje 14: 88304 dinara  (0.07s)
  Pokretanje 15: 88451 dinara  (0.07s)

  PROSEK:   88415.2
  MEDIJANA: 88451.0
  NAJBOLJI: 88595
  NAJGORI:  88194
  STDEV:    108.2
  UKUPNO VREME: 1.1s
  PROSECNO VREME: 0.1s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 72822
    Gen    1: 76428
    Gen    2: 78210
    Gen    3: 79111
    Gen    4: 80281
    Gen    5: 80910
    Gen    6: 81883
    Gen    7: 82797
    Gen    8: 83197
    Gen    9: 83738
    Gen   10: 83942
    Gen   11: 84005
    Gen   12: 84428
    Gen   13: 84551
    Gen   14: 84756
    Gen   15: 85381
    Gen   16: 85442
    Gen   17: 85533
    Gen   18: 85710
    Gen   19: 85980
    Gen   20: 86169
    Gen   21: 86289
    Gen   22: 86485
    Gen   23: 86528
    Gen   24: 86603
    Gen   25: 86637
    Gen   26: 86698
    Gen   27: 86718
    Gen   28: 86772
    Gen   29: 86844
    Gen   30: 86889
    Gen   31: 86936
    Gen   32: 87017
    Gen   33: 87074
    Gen   34: 87172
    Gen   35: 87248
    Gen   36: 87347
    Gen   37: 87347
    Gen   38: 87392
    Gen   39: 87483
    Gen   40: 87491
    Gen   41: 87557
    Gen   42: 87619
    Gen   43: 87654
    Gen   44: 87655
    Gen   45: 87683
    Gen   46: 87690
    Gen   47: 87700
    Gen   48: 87720
    Gen   49: 87720
    Gen   50: 87720
    Gen   51: 87757
    Gen   52: 87800
    Gen   53: 87800
    Gen   54: 87837
    Gen   55: 87847
    Gen   56: 87912
    Gen   57: 87926
    Gen   58: 87926
    Gen   59: 87944
    Gen   60: 87974
    Gen   61: 87978
    Gen   62: 87996
    Gen   63: 88000
    Gen   64: 88007
    Gen   65: 88007
    Gen   66: 88022
    Gen   67: 88038
    Gen   68: 88049
    Gen   69: 88069
    Gen   70: 88073
    Gen   71: 88087
    Gen   72: 88094
    Gen   73: 88101
    Gen   74: 88104
    Gen   75: 88107
    Gen   76: 88125
