GA Hiperparametri (C++):
  Velicina populacije: 2000
  Broj generacija: 100
  Velicina turnira: 7
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 50
  Broj pokretanja: 15

  Pokretanje 1: 88428 dinara  (0.11s)
  Pokretanje 2: 88480 dinara  (0.09s)
  Pokretanje 3: 88453 dinara  (0.09s)
  Pokretanje 4: 88582 dinara  (0.09s)
  Pokretanje 5: 88611 dinara  (0.09s)
  Pokretanje 6: 88612 dinara  (0.09s)
  Pokretanje 7: 88572 dinara  (0.09s)
  Pokretanje 8: 88544 dinara  (0.09s)
  Pokretanje 9: 88626 dinara  (0.09s)
  Pokretanje 10: 88746 dinara  (0.09s)
  Pokretanje 11: 88475 dinara  (0.09s)
  Pokretanje 12: 88588 dinara  (0.09s)
  Pokretanje 13: 88471 dinara  (0.09s)
  Pokretanje 14: 88448 dinara  (0.09s)
  Pokretanje 15: 88253 dinara  (0.09s)

  PROSEK:   88525.9
  MEDIJANA: 88544.0
  NAJBOLJI: 88746
  NAJGORI:  88253
  STDEV:    111.3
  UKUPNO VREME: 1.4s
  PROSECNO VREME: 0.1s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 73352
    Gen    1: 76105
    Gen    2: 78018
    Gen    3: 79004
    Gen    4: 80720
    Gen    5: 81260
    Gen    6: 81771
    Gen    7: 82563
    Gen    8: 82818
    Gen    9: 83163
    Gen   10: 83557
    Gen   11: 83798
    Gen   12: 84326
    Gen   13: 84407
    Gen   14: 84640
    Gen   15: 84987
    Gen   16: 85177
    Gen   17: 85431
    Gen   18: 85532
    Gen   19: 85720
    Gen   20: 85837
    Gen   21: 85960
    Gen   22: 86090
    Gen   23: 86165
    Gen   24: 86295
    Gen   25: 86545
    Gen   26: 86604
    Gen   27: 86715
    Gen   28: 86813
    Gen   29: 86885
    Gen   30: 86991
    Gen   31: 87029
    Gen   32: 87072
    Gen   33: 87173
    Gen   34: 87185
    Gen   35: 87326
    Gen   36: 87337
    Gen   37: 87389
    Gen   38: 87424
    Gen   39: 87499
    Gen   40: 87520
    Gen   41: 87594
    Gen   42: 87640
    Gen   43: 87731
    Gen   44: 87766
    Gen   45: 87806
    Gen   46: 87834
    Gen   47: 87861
    Gen   48: 87882
    Gen   49: 87900
    Gen   50: 87944
    Gen   51: 87944
    Gen   52: 87990
    Gen   53: 88013
    Gen   54: 88023
    Gen   55: 88074
    Gen   56: 88086
    Gen   57: 88115
    Gen   58: 88139
    Gen   59: 88167
    Gen   60: 88195
    Gen   61: 88202
    Gen   62: 88215
    Gen   63: 88234
    Gen   64: 88234
    Gen   65: 88238
    Gen   66: 88250
    Gen   67: 88256
    Gen   68: 88264
    Gen   69: 88267
    Gen   70: 88274
    Gen   71: 88295
    Gen   72: 88298
    Gen   73: 88304
    Gen   74: 88318
    Gen   75: 88335
    Gen   76: 88336
    Gen   77: 88352
    Gen   78: 88361
    Gen   79: 88376
    Gen   80: 88384
    Gen   81: 88384
    Gen   82: 88384
    Gen   83: 88386
    Gen   84: 88386
    Gen   85: 88386
    Gen   86: 88386
    Gen   87: 88387
    Gen   88: 88402
    Gen   89: 88403
    Gen   90: 88403
