GA Hiperparametri (C++):
  Velicina populacije: 2000
  Broj generacija: 50
  Velicina turnira: 7
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 50
  Broj pokretanja: 15

  Pokretanje 1: 87979 dinara  (0.07s)
  Pokretanje 2: 88103 dinara  (0.05s)
  Pokretanje 3: 88144 dinara  (0.05s)
  Pokretanje 4: 87827 dinara  (0.05s)
  Pokretanje 5: 88050 dinara  (0.05s)
  Pokretanje 6: 87901 dinara  (0.05s)
  Pokretanje 7: 88231 dinara  (0.05s)
  Pokretanje 8: 87808 dinara  (0.05s)
  Pokretanje 9: 87954 dinara  (0.05s)
  Pokretanje 10: 88066 dinara  (0.05s)
  Pokretanje 11: 87997 dinara  (0.05s)
  Pokretanje 12: 88144 dinara  (0.05s)
  Pokretanje 13: 87651 dinara  (0.05s)
  Pokretanje 14: 87802 dinara  (0.05s)
  Pokretanje 15: 88148 dinara  (0.05s)

  PROSEK:   87987.0
  MEDIJANA: 87997.0
  NAJBOLJI: 88231
  NAJGORI:  87651
  STDEV:    157.4
  UKUPNO VREME: 0.8s
  PROSECNO VREME: 0.1s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 73464
    Gen    1: 76643
    Gen    2: 77709
    Gen    3: 79135
    Gen    4: 80055
    Gen    5: 81036
    Gen    6: 81794
    Gen    7: 82250
    Gen    8: 82817
    Gen    9: 83256
    Gen   10: 83852
    Gen   11: 84255
    Gen   12: 84277
    Gen   13: 84336
    Gen   14: 84591
    Gen   15: 84631
    Gen   16: 84952
    Gen   17: 85309
    Gen   18: 85313
    Gen   19: 85664
    Gen   20: 85947
    Gen   21: 86005
    Gen   22: 86135
    Gen   23: 86309
    Gen   24: 86444
    Gen   25: 86527
    Gen   26: 86618
    Gen   27: 86710
    Gen   28: 86761
    Gen   29: 86924
    Gen   30: 86975
    Gen   31: 87048
    Gen   32: 87117
    Gen   33: 87132
    Gen   34: 87180
    Gen   35: 87231
    Gen   36: 87317
    Gen   37: 87422
    Gen   38: 87471
    Gen   39: 87570
    Gen   40: 87581
    Gen   41: 87693
    Gen   42: 87736
    Gen   43: 87801
    Gen   44: 87843
    Gen   45: 87846
    Gen   46: 87878
    Gen   47: 87910
    Gen   48: 87978
    Gen   49: 87979

  Pokretanje 2:
    Gen    0: 73374
    Gen    1: 76221
    Gen    2: 78011
    Gen    3: 78714
    Gen    4: 79980
    Gen    5: 81565
    Gen    6: 82167
    Gen    7: 82985
    Gen    8: 83337
