GA Hiperparametri (C++):
  Velicina populacije: 500
  Broj generacija: 200
  Velicina turnira: 5
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 15
  Broj pokretanja: 15

  Pokretanje 1: 88242 dinara  (0.06s)
  Pokretanje 2: 88240 dinara  (0.04s)
  Pokretanje 3: 88250 dinara  (0.04s)
  Pokretanje 4: 88510 dinara  (0.04s)
  Pokretanje 5: 88475 dinara  (0.04s)
  Pokretanje 6: 88409 dinara  (0.04s)
  Pokretanje 7: 88563 dinara  (0.04s)
  Pokretanje 8: 88124 dinara  (0.04s)
  Pokretanje 9: 88233 dinara  (0.04s)
  Pokretanje 10: 88421 dinara  (0.04s)
  Pokretanje 11: 88501 dinara  (0.04s)
  Pokretanje 12: 88478 dinara  (0.04s)
  Pokretanje 13: 88415 dinara  (0.04s)
  Pokretanje 14: 88521 dinara  (0.04s)
  Pokretanje 15: 88242 dinara  (0.04s)

  PROSEK:   88374.9
  MEDIJANA: 88415.0
  NAJBOLJI: 88563
  NAJGORI:  88124
  STDEV:    133.8
  UKUPNO VREME: 0.6s
  PROSECNO VREME: 0.0s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 73035
    Gen    1: 75935
    Gen    2: 77813
    Gen    3: 78891
    Gen    4: 80219
    Gen    5: 80788
    Gen    6: 81627
    Gen    7: 81849
    Gen    8: 82578
    Gen    9: 82833
    Gen   10: 83424
    Gen   11: 83889
    Gen   12: 84329
    Gen   13: 84471
    Gen   14: 84637
    Gen   15: 84882
    Gen   16: 85047
    Gen   17: 85047
    Gen   18: 85430
    Gen   19: 85457
    Gen   20: 85763
    Gen   21: 85844
    Gen   22: 86104
    Gen   23: 86121
    Gen   24: 86169
    Gen   25: 86249
    Gen   26: 86459
    Gen   27: 86530
    Gen   28: 86555
    Gen   29: 86639
    Gen   30: 86807
    Gen   31: 86808
    Gen   32: 87023
    Gen   33: 87120
    Gen   34: 87120
    Gen   35: 87146
    Gen   36: 87208
    Gen   37: 87208
    Gen   38: 87215
    Gen   39: 87273
    Gen   40: 87282
    Gen   41: 87341
    Gen   42: 87358
    Gen   43: 87359
    Gen   44: 87447
    Gen   45: 87447
    Gen   46: 87452
    Gen   47: 87466
    Gen   48: 87476
    Gen   49: 87484
    Gen   50: 87490
    Gen   51: 87506
    Gen   52: 87515
    Gen   53: 87520
    Gen   54: 87552
    Gen   55: 87552
    Gen   56: 87552
    Gen   57: 87580
    Gen   58: 87580
    Gen   59: 87593
    Gen   60: 87606
    Gen   61: 87611
    Gen   62: 87611
    Gen   63: 87616
    Gen   64: 87631
    Gen   65: 87648
    Gen   66: 87654
    Gen   67: 87655
    Gen   68: 87658
    Gen   69: 87660
    Gen   70: 87689
    Gen   71: 87689
    Gen   72: 87725
    Gen   73: 87752
    Gen   74: 87765
    Gen   75: 87780
    Gen   76: 87782
    Gen   77: 87794
    Gen   78: 87795
    Gen   79: 87815
    Gen   80: 87825
    Gen   81: 87837
    Gen   82: 87837
    Gen   83: 87847
    Gen   84: 87847
    Gen   85: 87902
    Gen   86: 87917
    Gen   87: 87924
    Gen   88: 87928
    Gen   89: 87932
    Gen   90: 87935
    Gen   91: 87938
    Gen   92: 87938
    Gen   93: 87940
    Gen   94: 87940
    Gen   95: 87940
    Gen   96: 87943
    Gen   97: 87945
    Gen   98: 87949
    Gen   99: 87949
    Gen  100: 87949
    Gen  101: 87949
    Gen  102: 87949
    Gen  103: 87950
    Gen  104: 87950
    Gen  105: 87981
    Gen  106: 87987
    Gen  107: 87988
    Gen  108: 87988
    Gen  109: 87988
    Gen  110: 87988
    Gen  111: 87988
    Gen  112: 87992
    Gen  113: 87992
    Gen  114: 87993
    Gen  115: 88004
    Gen  116: 88004
    Gen  117: 88004
    Gen  118: 88004
    Gen  119: 88004
    Gen  120: 88004
    Gen  121: 88004
    Gen  122: 88004
    Gen  123: 88004
    Gen  124: 88004
    Gen  125: 88004
    Gen  126: 88004
    Gen  127: 88004
    Gen  128: 88004
    Gen  129: 88004
    Gen  130: 88004
    Gen  131: 88004
    Gen  132: 88004
    Gen  133: 88004
    Gen  134: 88004
    Gen  135: 88004
    Gen  136: 88004
    Gen  137: 88004
    Gen  138: 88004
    Gen  139: 88004
    Gen  140: 88004
    Gen  141: 88004
    Gen  142: 88004
