GA Hiperparametri (C++):
  Velicina populacije: 500
  Broj generacija: 100
  Velicina turnira: 5
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 15
  Broj pokretanja: 15

  Pokretanje 1: 87848 dinara  (0.04s)
  Pokretanje 2: 87932 dinara  (0.03s)
  Pokretanje 3: 88012 dinara  (0.02s)
  Pokretanje 4: 88069 dinara  (0.02s)
  Pokretanje 5: 87955 dinara  (0.02s)
  Pokretanje 6: 88328 dinara  (0.02s)
  Pokretanje 7: 87927 dinara  (0.02s)
  Pokretanje 8: 88018 dinara  (0.02s)
  Pokretanje 9: 88215 dinara  (0.02s)
  Pokretanje 10: 88227 dinara  (0.02s)
  Pokretanje 11: 88142 dinara  (0.02s)
  Pokretanje 12: 88154 dinara  (0.02s)
  Pokretanje 13: 87842 dinara  (0.02s)
  Pokretanje 14: 87791 dinara  (0.02s)
  Pokretanje 15: 88180 dinara  (0.02s)

  PROSEK:   88042.7
  MEDIJANA: 88018.0
  NAJBOLJI: 88328
  NAJGORI:  87791
  STDEV:    155.6
  UKUPNO VREME: 0.3s
  PROSECNO VREME: 0.0s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 72911
    Gen    1: 75355
    Gen    2: 77224
    Gen    3: 78586
    Gen    4: 80175
    Gen    5: 80424
    Gen    6: 81641
    Gen    7: 81999
    Gen    8: 82487
    Gen    9: 82994
    Gen   10: 83340
    Gen   11: 83484
    Gen   12: 83666
    Gen   13: 83796
    Gen   14: 84278
    Gen   15: 84329
    Gen   16: 84399
    Gen   17: 84508
    Gen   18: 84631
    Gen   19: 84654
    Gen   20: 84786
    Gen   21: 85185
    Gen   22: 85348
    Gen   23: 85540
    Gen   24: 85558
    Gen   25: 85655
    Gen   26: 85778
    Gen   27: 86004
    Gen   28: 86080
    Gen   29: 86090
    Gen   30: 86241
    Gen   31: 86272
    Gen   32: 86313
    Gen   33: 86357
    Gen   34: 86405
    Gen   35: 86406
    Gen   36: 86455
    Gen   37: 86487
    Gen   38: 86534
    Gen   39: 86670
    Gen   40: 86692
    Gen   41: 86706
    Gen   42: 86761
    Gen   43: 86783
    Gen   44: 86804
    Gen   45: 86834
    Gen   46: 86853
    Gen   47: 86853
    Gen   48: 86974
    Gen   49: 87005
    Gen   50: 87039
    Gen   51: 87076
    Gen   52: 87095
    Gen   53: 87095
    Gen   54: 87113
    Gen   55: 87175
    Gen   56: 87175
    Gen   57: 87215
    Gen   58: 87283
    Gen   59: 87292
    Gen   60: 87316
    Gen   61: 87329
    Gen   62: 87343
    Gen   63: 87356
    Gen   64: 87373
    Gen   65: 87393
    Gen   66: 87415
    Gen   67: 87484
    Gen   68: 87490
    Gen   69: 87490
    Gen   70: 87526
    Gen   71: 87576
    Gen   72: 87595
    Gen   73: 87605
    Gen   74: 87605
    Gen   75: 87615
    Gen   76: 87630
    Gen   77: 87655
    Gen   78: 87672
    Gen   79: 87678
    Gen   80: 87681
    Gen   81: 87708
    Gen   82: 87708
    Gen   83: 87708
    Gen   84: 87719
    Gen   85: 87727
    Gen   86: 87729
    Gen   87: 87733
    Gen   88: 87737
    Gen   89: 87754
    Gen   90: 87759
    Gen   91: 87759
    Gen   92: 87759
    Gen   93: 87759
    Gen   94: 87759
    Gen   95: 87809
    Gen   96: 87809
    Gen   97: 87821
    Gen   98: 87834
    Gen   99: 87848

  Pokretanje 2:
    Gen    0: 72598
    Gen    1: 75933
    Gen    2: 77114
    Gen    3: 78928
    Gen    4: 79987
    Gen    5: 80647
    Gen    6: 81315
    Gen    7: 82215
    Gen    8: 82582
    Gen    9: 82739
    Gen   10: 83478
    Gen   11: 83737
    Gen   12: 83854
    Gen   13: 83974
    Gen   14: 84027
    Gen   15: 84298
    Gen   16: 84751
    Gen   17: 84891
    Gen   18: 85083
    Gen   19: 85083
    Gen   20: 85171
    Gen   21: 85265
    Gen   22: 85405
    Gen   23: 85518
    Gen   24: 85579
    Gen   25: 85668
    Gen   26: 85739
    Gen   27: 85765
    Gen   28: 86054
    Gen   29: 86148
    Gen   30: 86162
    Gen   31: 86206
    Gen   32: 86242
    Gen   33: 86298
    Gen   34: 86353
    Gen   35: 86380
    Gen   36: 86436
    Gen   37: 86464
    Gen   38: 86528
    Gen   39: 86538
    Gen   40: 86570
    Gen   41: 86596
    Gen   42: 86703
    Gen   43: 86712
    Gen   44: 86731
    Gen   45: 86843
    Gen   46: 86875
    Gen   47: 86875
    Gen   48: 86886
    Gen   49: 86893
    Gen   50: 86930
    Gen   51: 86948
    Gen   52: 87012
    Gen   53: 87044
    Gen   54: 87092
    Gen   55: 87129
    Gen   56: 87148
    Gen   57: 87215
    Gen   58: 87229
    Gen   59: 87241
    Gen   60: 87268
    Gen   61: 87294
    Gen   62: 87319
    Gen   63: 87357
    Gen   64: 87379
    Gen   65: 87406
    Gen   66: 87424
    Gen   67: 87451
    Gen   68: 87461
    Gen   69: 87486
    Gen   70: 87488
    Gen   71: 87504
    Gen   72: 87569
    Gen   73: 87582
    Gen   74: 87609
    Gen   75: 87643
    Gen   76: 87693
    Gen   77: 87712
    Gen   78: 87730
    Gen   79: 87736
    Gen   80: 87783
    Gen   81: 87788
    Gen   82: 87810
    Gen   83: 87821
    Gen   84: 87821
    Gen   85: 87853
    Gen   86: 87877
    Gen   87: 87877
    Gen   88: 87877
    Gen   89: 87889
    Gen   90: 87893
    Gen   91: 87893
    Gen   92: 87904
    Gen   93: 87904
    Gen   94: 87912
    Gen   95: 87920
    Gen   96: 87920
    Gen   97: 87920
    Gen   98: 87928
    Gen   99: 87932

  Pokretanje 3:
    Gen    0: 72939
    Gen    1: 75507
    Gen    2: 78426
    Gen    3: 79183
    Gen    4: 80117
    Gen    5: 80622
    Gen    6: 80926
    Gen    7: 82408
    Gen    8: 83005
    Gen    9: 83383
    Gen   10: 84058
    Gen   11: 84154
    Gen   12: 84350
    Gen   13: 84436
    Gen   14: 84549
    Gen   15: 84945
    Gen   16: 85019
    Gen   17: 85143
    Gen   18: 85386
    Gen   19: 85536
    Gen   20: 85658
    Gen   21: 85731
    Gen   22: 85812
    Gen   23: 85815
    Gen   24: 86198
    Gen   25: 86222
    Gen   26: 86361
    Gen   27: 86440
    Gen   28: 86440
    Gen   29: 86494
    Gen   30: 86520
    Gen   31: 86558
    Gen   32: 86607
    Gen   33: 86630
    Gen   34: 86654
    Gen   35: 86769
    Gen   36: 86838
    Gen   37: 86899
    Gen   38: 86972
    Gen   39: 87122
    Gen   40: 87130
    Gen   41: 87135
    Gen   42: 87199
    Gen   43: 87204
    Gen   44: 87216
    Gen   45: 87257
    Gen   46: 87257
    Gen   47: 87340
    Gen   48: 87370
    Gen   49: 87410
    Gen   50: 87452
    Gen   51: 87506
    Gen   52: 87591
    Gen   53: 87591
    Gen   54: 87596
    Gen   55: 87610
    Gen   56: 87610
    Gen   57: 87665
    Gen   58: 87665
    Gen   59: 87678
    Gen   60: 87678
    Gen   61: 87692
    Gen   62: 87692
    Gen   63: 87697
    Gen   64: 87711
    Gen   65: 87711
    Gen   66: 87726
    Gen   67: 87730
    Gen   68: 87737
    Gen   69: 87752
    Gen   70: 87763
    Gen   71: 87798
    Gen   72: 87798
    Gen   73: 87806
    Gen   74: 87841
    Gen   75: 87854
    Gen   76: 87862
    Gen   77: 87874
    Gen   78: 87885
    Gen   79: 87901
    Gen   80: 87913
    Gen   81: 87937
    Gen   82: 87937
    Gen   83: 87943
    Gen   84: 87946
    Gen   85: 87946
    Gen   86: 87950
    Gen   87: 87950
    Gen   88: 87950
    Gen   89: 87950
    Gen   90: 87950
    Gen   91: 87950
    Gen   92: 87950
    Gen   93: 87958
    Gen   94: 87958
    Gen   95: 88001
    Gen   96: 88007
    Gen   97: 88007
    Gen   98: 88011
    Gen   99: 88012

  Pokretanje 4:
    Gen    0: 72658
    Gen    1: 75739
    Gen    2: 77393
    Gen    3: 79086
    Gen    4: 79717
    Gen    5: 80667
    Gen    6: 80872
    Gen    7: 81667
    Gen    8: 82260
    Gen    9: 82661
    Gen   10: 82931
    Gen   11: 83829
    Gen   12: 83829
    Gen   13: 83988
    Gen   14: 84427
    Gen   15: 84629
    Gen   16: 84629
    Gen   17: 84800
    Gen   18: 85056
    Gen   19: 85103
    Gen   20: 85243
    Gen   21: 85405
    Gen   22: 85555
    Gen   23: 85601
    Gen   24: 85702
    Gen   25: 85717
    Gen   26: 85819
    Gen   27: 85823
    Gen   28: 85899
    Gen   29: 85977
    Gen   30: 86033
    Gen   31: 86036
    Gen   32: 86116
    Gen   33: 86168
    Gen   34: 86303
    Gen   35: 86324
    Gen   36: 86429
    Gen   37: 86560
    Gen   38: 86661
    Gen   39: 86782
    Gen   40: 86790
    Gen   41: 86886
    Gen   42: 86895
    Gen   43: 86955
    Gen   44: 86973
    Gen   45: 86976
    Gen   46: 87048
    Gen   47: 87146
    Gen   48: 87157
    Gen   49: 87195
    Gen   50: 87256
    Gen   51: 87346
    Gen   52: 87379
    Gen   53: 87398
    Gen   54: 87440
    Gen   55: 87446
    Gen   56: 87474
    Gen   57: 87483
    Gen   58: 87490
    Gen   59: 87518
    Gen   60: 87563
    Gen   61: 87588
    Gen   62: 87600
    Gen   63: 87613
    Gen   64: 87628
    Gen   65: 87628
    Gen   66: 87634
    Gen   67: 87636
    Gen   68: 87642
    Gen   69: 87668
    Gen   70: 87672
    Gen   71: 87689
    Gen   72: 87689
    Gen   73: 87704
    Gen   74: 87720
    Gen   75: 87749
    Gen   76: 87785
    Gen   77: 87815
    Gen   78: 87869
    Gen   79: 87869
    Gen   80: 87869
    Gen   81: 87876
    Gen   82: 87882
    Gen   83: 87882
    Gen   84: 87902
    Gen   85: 87910
    Gen   86: 87933
    Gen   87: 87933
    Gen   88: 87949
    Gen   89: 87965
    Gen   90: 87974
    Gen   91: 87990
    Gen   92: 87990
    Gen   93: 87995
    Gen   94: 88052
    Gen   95: 88062
    Gen   96: 88062
    Gen   97: 88062
    Gen   98: 88063
    Gen   99: 88069

  Pokretanje 5:
    Gen    0: 72345
    Gen    1: 76413
    Gen    2: 77952
    Gen    3: 79401
    Gen    4: 80842
    Gen    5: 81208
    Gen    6: 81305
    Gen    7: 81865
    Gen    8: 82228
    Gen    9: 82593
    Gen   10: 82683
    Gen   11: 82897
    Gen   12: 83049
    Gen   13: 83057
    Gen   14: 83246
    Gen   15: 83647
    Gen   16: 83837
    Gen   17: 83878
    Gen   18: 84366
    Gen   19: 84395
    Gen   20: 84719
    Gen   21: 84741
    Gen   22: 84958
    Gen   23: 84964
    Gen   24: 84996
    Gen   25: 85149
    Gen   26: 85294
    Gen   27: 85483
    Gen   28: 85628
    Gen   29: 85873
    Gen   30: 85922
    Gen   31: 86066
    Gen   32: 86070
    Gen   33: 86079
    Gen   34: 86144
    Gen   35: 86174
    Gen   36: 86229
    Gen   37: 86581
    Gen   38: 86581
    Gen   39: 86878
    Gen   40: 86878
    Gen   41: 86908
    Gen   42: 86908
    Gen   43: 87018
    Gen   44: 87037
    Gen   45: 87044
    Gen   46: 87071
    Gen   47: 87080
    Gen   48: 87085
    Gen   49: 87114
    Gen   50: 87160
    Gen   51: 87170
    Gen   52: 87180
    Gen   53: 87209
    Gen   54: 87260
    Gen   55: 87276
    Gen   56: 87293
    Gen   57: 87318
    Gen   58: 87371
    Gen   59: 87385
    Gen   60: 87426
    Gen   61: 87505
    Gen   62: 87525
    Gen   63: 87594
    Gen   64: 87610
    Gen   65: 87621
    Gen   66: 87632
    Gen   67: 87644
    Gen   68: 87665
    Gen   69: 87665
    Gen   70: 87692
    Gen   71: 87716
    Gen   72: 87725
    Gen   73: 87767
    Gen   74: 87767
    Gen   75: 87780
    Gen   76: 87800
    Gen   77: 87803
    Gen   78: 87832
    Gen   79: 87840
    Gen   80: 87855
    Gen   81: 87855
    Gen   82: 87855
    Gen   83: 87856
    Gen   84: 87862
    Gen   85: 87862
    Gen   86: 87864
    Gen   87: 87876
    Gen   88: 87882
    Gen   89: 87892
    Gen   90: 87892
    Gen   91: 87892
    Gen   92: 87892
    Gen   93: 87896
    Gen   94: 87899
    Gen   95: 87904
    Gen   96: 87926
    Gen   97: 87933
    Gen   98: 87933
    Gen   99: 87955

  Pokretanje 6:
    Gen    0: 72691
    Gen    1: 76371
    Gen    2: 77364
    Gen    3: 78643
    Gen    4: 79992
    Gen    5: 80975
    Gen    6: 81823
    Gen    7: 82409
    Gen    8: 83036
    Gen    9: 83456
    Gen   10: 84002
    Gen   11: 84289
    Gen   12: 84732
    Gen   13: 85130
    Gen   14: 85156
    Gen   15: 85351
    Gen   16: 85526
    Gen   17: 85564
    Gen   18: 85642
    Gen   19: 85781
    Gen   20: 85993
    Gen   21: 86136
    Gen   22: 86342
    Gen   23: 86381
    Gen   24: 86463
    Gen   25: 86535
    Gen   26: 86601
    Gen   27: 86611
    Gen   28: 86695
    Gen   29: 86748
    Gen   30: 86787
    Gen   31: 86863
    Gen   32: 86879
    Gen   33: 86903
    Gen   34: 86947
    Gen   35: 86984
    Gen   36: 87011
    Gen   37: 87153
    Gen   38: 87153
    Gen   39: 87169
    Gen   40: 87220
    Gen   41: 87281
    Gen   42: 87397
    Gen   43: 87426
    Gen   44: 87566
    Gen   45: 87566
    Gen   46: 87619
