GA Hiperparametri (C++):
  Velicina populacije: 1000
  Broj generacija: 100
  Velicina turnira: 5
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.25
  Elitizam: 30
  Broj pokretanja: 15

  Pokretanje 1: 88374 dinara  (0.07s)
  Pokretanje 2: 88231 dinara  (0.05s)
  Pokretanje 3: 88395 dinara  (0.05s)
  Pokretanje 4: 88643 dinara  (0.05s)
  Pokretanje 5: 88336 dinara  (0.05s)
  Pokretanje 6: 88419 dinara  (0.05s)
  Pokretanje 7: 88446 dinara  (0.05s)
  Pokretanje 8: 88398 dinara  (0.05s)
  Pokretanje 9: 88474 dinara  (0.05s)
  Pokretanje 10: 88184 dinara  (0.05s)
  Pokretanje 11: 88461 dinara  (0.05s)
  Pokretanje 12: 88406 dinara  (0.05s)
  Pokretanje 13: 88456 dinara  (0.05s)
  Pokretanje 14: 88400 dinara  (0.05s)
  Pokretanje 15: 88468 dinara  (0.05s)

  PROSEK:   88406.1
  MEDIJANA: 88406.0
  NAJBOLJI: 88643
  NAJGORI:  88184
  STDEV:    102.6
  UKUPNO VREME: 0.7s
  PROSECNO VREME: 0.0s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 73156
    Gen    1: 76341
    Gen    2: 77803
    Gen    3: 79431
    Gen    4: 79776
    Gen    5: 80609
    Gen    6: 82123
    Gen    7: 82205
    Gen    8: 83223
    Gen    9: 83759
    Gen   10: 83765
    Gen   11: 84086
    Gen   12: 84238
    Gen   13: 84576
    Gen   14: 84690
    Gen   15: 84876
    Gen   16: 85258
    Gen   17: 85358
    Gen   18: 85608
    Gen   19: 85645
    Gen   20: 85697
    Gen   21: 85875
    Gen   22: 85920
    Gen   23: 86014
    Gen   24: 86105
    Gen   25: 86168
    Gen   26: 86265
    Gen   27: 86305
    Gen   28: 86506
    Gen   29: 86546
    Gen   30: 86592
    Gen   31: 86730
    Gen   32: 86812
    Gen   33: 86858
    Gen   34: 86890
    Gen   35: 86905
    Gen   36: 87017
    Gen   37: 87031
    Gen   38: 87140
    Gen   39: 87222
    Gen   40: 87275
    Gen   41: 87281
    Gen   42: 87380
    Gen   43: 87380
    Gen   44: 87427
    Gen   45: 87478
    Gen   46: 87518
    Gen   47: 87571
    Gen   48: 87578
    Gen   49: 87613
    Gen   50: 87723
    Gen   51: 87723
    Gen   52: 87734
    Gen   53: 87742
    Gen   54: 87767
    Gen   55: 87776
    Gen   56: 87804
    Gen   57: 87874
    Gen   58: 87879
    Gen   59: 87884
    Gen   60: 87895
    Gen   61: 87920
    Gen   62: 87930
    Gen   63: 87934
    Gen   64: 87994
    Gen   65: 88001
    Gen   66: 88001
    Gen   67: 88012
    Gen   68: 88018
    Gen   69: 88035
    Gen   70: 88053
    Gen   71: 88080
    Gen   72: 88092
    Gen   73: 88117
    Gen   74: 88125
    Gen   75: 88163
    Gen   76: 88198
    Gen   77: 88198
    Gen   78: 88198
    Gen   79: 88208
    Gen   80: 88223
    Gen   81: 88227
    Gen   82: 88245
    Gen   83: 88264
    Gen   84: 88278
    Gen   85: 88297
    Gen   86: 88300
    Gen   87: 88311
    Gen   88: 88311
    Gen   89: 88333
    Gen   90: 88333
    Gen   91: 88333
    Gen   92: 88334
    Gen   93: 88338
    Gen   94: 88338
    Gen   95: 88342
    Gen   96: 88344
    Gen   97: 88360
    Gen   98: 88360
    Gen   99: 88374

  Pokretanje 2:
    Gen    0: 73045
    Gen    1: 76000
    Gen    2: 77592
    Gen    3: 79455
    Gen    4: 80873
    Gen    5: 81159
    Gen    6: 82029
    Gen    7: 83633
    Gen    8: 83830
    Gen    9: 83999
    Gen   10: 84300
    Gen   11: 84720
    Gen   12: 84916
    Gen   13: 85106
    Gen   14: 85324
    Gen   15: 85468
    Gen   16: 85611
    Gen   17: 85699
    Gen   18: 85903
    Gen   19: 86023
    Gen   20: 86141
    Gen   21: 86231
    Gen   22: 86350
    Gen   23: 86475
    Gen   24: 86509
    Gen   25: 86573
    Gen   26: 86583
    Gen   27: 86690
    Gen   28: 86764
    Gen   29: 86787
    Gen   30: 86902
    Gen   31: 86913
    Gen   32: 86956
    Gen   33: 86984
    Gen   34: 87013
    Gen   35: 87064
    Gen   36: 87120
    Gen   37: 87149
    Gen   38: 87195
    Gen   39: 87233
    Gen   40: 87433
    Gen   41: 87433
    Gen   42: 87454
    Gen   43: 87461
    Gen   44: 87494
    Gen   45: 87522
    Gen   46: 87523
    Gen   47: 87548
    Gen   48: 87562
    Gen   49: 87579
    Gen   50: 87632
    Gen   51: 87645
    Gen   52: 87687
    Gen   53: 87719
    Gen   54: 87754
    Gen   55: 87806
    Gen   56: 87831
    Gen   57: 87833
    Gen   58: 87846
    Gen   59: 87869
    Gen   60: 87869
    Gen   61: 87874
    Gen   62: 87881
    Gen   63: 87900
    Gen   64: 87947
    Gen   65: 87957
    Gen   66: 87963
    Gen   67: 88046
    Gen   68: 88046
    Gen   69: 88055
    Gen   70: 88055
    Gen   71: 88067
    Gen   72: 88069
    Gen   73: 88071
    Gen   74: 88094
    Gen   75: 88115
    Gen   76: 88128
    Gen   77: 88134
    Gen   78: 88157
    Gen   79: 88160
    Gen   80: 88160
    Gen   81: 88164
    Gen   82: 88167
    Gen   83: 88167
    Gen   84: 88167
    Gen   85: 88180
    Gen   86: 88180
    Gen   87: 88180
    Gen   88: 88183
    Gen   89: 88193
    Gen   90: 88199
    Gen   91: 88199
    Gen   92: 88212
    Gen   93: 88215
    Gen   94: 88222
    Gen   95: 88222
    Gen   96: 88222
    Gen   97: 88225
    Gen   98: 88228
    Gen   99: 88231

  Pokretanje 3:
    Gen    0: 73691
    Gen    1: 76510
    Gen    2: 77719
    Gen    3: 79091
    Gen    4: 80384
    Gen    5: 81944
    Gen    6: 82142
    Gen    7: 82786
    Gen    8: 82886
    Gen    9: 83354
    Gen   10: 83777
    Gen   11: 84074
    Gen   12: 84181
    Gen   13: 84621
    Gen   14: 84806
    Gen   15: 84927
    Gen   16: 85133
    Gen   17: 85175
    Gen   18: 85505
    Gen   19: 85558
    Gen   20: 85838
    Gen   21: 86017
    Gen   22: 86154
    Gen   23: 86245
    Gen   24: 86477
    Gen   25: 86491
    Gen   26: 86520
    Gen   27: 86736
    Gen   28: 86785
    Gen   29: 86785
    Gen   30: 86942
    Gen   31: 87065
    Gen   32: 87071
    Gen   33: 87148
    Gen   34: 87171
    Gen   35: 87244
    Gen   36: 87271
    Gen   37: 87285
    Gen   38: 87351
    Gen   39: 87416
    Gen   40: 87465
    Gen   41: 87579
    Gen   42: 87639
    Gen   43: 87683
    Gen   44: 87683
    Gen   45: 87732
    Gen   46: 87748
    Gen   47: 87750
    Gen   48: 87819
    Gen   49: 87831
    Gen   50: 87871
    Gen   51: 87900
    Gen   52: 87941
    Gen   53: 87943
    Gen   54: 87955
    Gen   55: 87979
    Gen   56: 87998
    Gen   57: 88017
    Gen   58: 88032
    Gen   59: 88037
    Gen   60: 88053
    Gen   61: 88054
    Gen   62: 88062
    Gen   63: 88068
    Gen   64: 88080
    Gen   65: 88115
    Gen   66: 88115
    Gen   67: 88120
    Gen   68: 88153
    Gen   69: 88153
    Gen   70: 88156
    Gen   71: 88185
    Gen   72: 88202
    Gen   73: 88203
    Gen   74: 88222
    Gen   75: 88230
    Gen   76: 88236
    Gen   77: 88250
    Gen   78: 88257
    Gen   79: 88268
    Gen   80: 88274
    Gen   81: 88280
    Gen   82: 88284
    Gen   83: 88296
    Gen   84: 88304
    Gen   85: 88314
    Gen   86: 88321
    Gen   87: 88347
    Gen   88: 88353
    Gen   89: 88366
    Gen   90: 88368
    Gen   91: 88377
    Gen   92: 88377
    Gen   93: 88378
    Gen   94: 88381
    Gen   95: 88385
    Gen   96: 88387
    Gen   97: 88392
    Gen   98: 88395
    Gen   99: 88395

  Pokretanje 4:
    Gen    0: 73112
    Gen    1: 76095
    Gen    2: 77619
    Gen    3: 78581
    Gen    4: 79813
    Gen    5: 82096
    Gen    6: 82096
    Gen    7: 82462
    Gen    8: 82988
    Gen    9: 83835
    Gen   10: 83871
    Gen   11: 84062
    Gen   12: 84485
    Gen   13: 84595
    Gen   14: 84853
    Gen   15: 85091
    Gen   16: 85291
    Gen   17: 85435
    Gen   18: 85435
    Gen   19: 85517
    Gen   20: 85688
    Gen   21: 85828
    Gen   22: 85900
    Gen   23: 86267
    Gen   24: 86349
    Gen   25: 86410
    Gen   26: 86521
    Gen   27: 86707
    Gen   28: 86742
    Gen   29: 86817
    Gen   30: 86867
    Gen   31: 86928
    Gen   32: 86993
    Gen   33: 87090
    Gen   34: 87170
    Gen   35: 87320
    Gen   36: 87337
    Gen   37: 87366
    Gen   38: 87422
    Gen   39: 87461
    Gen   40: 87647
    Gen   41: 87647
    Gen   42: 87685
    Gen   43: 87732
    Gen   44: 87763
    Gen   45: 87784
    Gen   46: 87825
    Gen   47: 87835
    Gen   48: 87876
    Gen   49: 87901
    Gen   50: 87978
    Gen   51: 87989
    Gen   52: 88000
    Gen   53: 88047
    Gen   54: 88083
    Gen   55: 88083
    Gen   56: 88083
    Gen   57: 88119
    Gen   58: 88119
    Gen   59: 88133
    Gen   60: 88133
    Gen   61: 88192
    Gen   62: 88192
    Gen   63: 88209
    Gen   64: 88230
    Gen   65: 88271
    Gen   66: 88271
    Gen   67: 88300
    Gen   68: 88354
    Gen   69: 88362
    Gen   70: 88367
    Gen   71: 88426
    Gen   72: 88426
    Gen   73: 88439
    Gen   74: 88449
    Gen   75: 88461
    Gen   76: 88461
    Gen   77: 88481
    Gen   78: 88483
    Gen   79: 88497
    Gen   80: 88502
    Gen   81: 88518
    Gen   82: 88523
    Gen   83: 88548
    Gen   84: 88558
    Gen   85: 88566
    Gen   86: 88575
    Gen   87: 88580
    Gen   88: 88587
    Gen   89: 88592
    Gen   90: 88600
    Gen   91: 88600
    Gen   92: 88608
    Gen   93: 88609
    Gen   94: 88616
    Gen   95: 88630
    Gen   96: 88630
    Gen   97: 88633
    Gen   98: 88639
    Gen   99: 88643

  Pokretanje 5:
    Gen    0: 73946
    Gen    1: 76164
    Gen    2: 77470
    Gen    3: 79876
    Gen    4: 80713
    Gen    5: 81313
    Gen    6: 81661
    Gen    7: 82285
    Gen    8: 82855
    Gen    9: 83343
    Gen   10: 83780
    Gen   11: 84274
    Gen   12: 84662
    Gen   13: 84827
    Gen   14: 84993
    Gen   15: 85239
    Gen   16: 85412
    Gen   17: 85524
    Gen   18: 85565
    Gen   19: 85723
    Gen   20: 85895
    Gen   21: 86068
    Gen   22: 86270
    Gen   23: 86364
    Gen   24: 86364
    Gen   25: 86491
    Gen   26: 86498
    Gen   27: 86615
    Gen   28: 86695
    Gen   29: 86858
    Gen   30: 87064
    Gen   31: 87106
    Gen   32: 87148
    Gen   33: 87235
    Gen   34: 87239
    Gen   35: 87273
    Gen   36: 87360
    Gen   37: 87410
    Gen   38: 87441
    Gen   39: 87466
    Gen   40: 87535
    Gen   41: 87551
    Gen   42: 87575
    Gen   43: 87646
    Gen   44: 87654
    Gen   45: 87696
    Gen   46: 87755
    Gen   47: 87787
    Gen   48: 87787
    Gen   49: 87837
    Gen   50: 87845
    Gen   51: 87864
    Gen   52: 87918
    Gen   53: 87925
    Gen   54: 87930
    Gen   55: 87954
    Gen   56: 87955
    Gen   57: 87985
    Gen   58: 88006
    Gen   59: 88021
    Gen   60: 88048
    Gen   61: 88063
    Gen   62: 88072
    Gen   63: 88072
    Gen   64: 88100
    Gen   65: 88116
    Gen   66: 88116
    Gen   67: 88131
    Gen   68: 88137
    Gen   69: 88139
    Gen   70: 88166
    Gen   71: 88170
    Gen   72: 88173
    Gen   73: 88184
    Gen   74: 88188
    Gen   75: 88203
    Gen   76: 88215
    Gen   77: 88226
    Gen   78: 88241
    Gen   79: 88256
    Gen   80: 88265
    Gen   81: 88265
    Gen   82: 88280
    Gen   83: 88280
    Gen   84: 88294
    Gen   85: 88294
    Gen   86: 88297
    Gen   87: 88297
    Gen   88: 88309
    Gen   89: 88313
    Gen   90: 88315
    Gen   91: 88317
    Gen   92: 88317
    Gen   93: 88325
    Gen   94: 88327
    Gen   95: 88329
    Gen   96: 88329
    Gen   97: 88330
    Gen   98: 88330
    Gen   99: 88336

