GA Hiperparametri (C++):
  Velicina populacije: 10000
  Broj generacija: 100
  Velicina turnira: 10
  Verovatnoca ukrstanja: 0.8
  Verovatnoca mutacije: 0.15
  Elitizam: 100
  Broj pokretanja: 3

  Pokretanje 1: 19604596 dinara  (7925.49s)
  Pokretanje 2: 19607996 dinara  (7863.44s)
  Pokretanje 3: 19595672 dinara  (7947.21s)

  PROSEK:   19602754.7
  MEDIJANA: 19604596.0
  NAJBOLJI: 19607996
  NAJGORI:  19595672
  STDEV:    5197.0
  UKUPNO VREME: 23736.1s
  PROSECNO VREME: 7912.0s

NAJBOLJI PO GENERACIJAMA

  Pokretanje 1:
    Gen    0: 17852931
    Gen    1: 18106584
    Gen    2: 18303031
    Gen    3: 18474858
    Gen    4: 18627354
    Gen    5: 18763032
    Gen    6: 18887212
    Gen    7: 18981088
    Gen    8: 19062872
    Gen    9: 19127226
    Gen   10: 19187012
    Gen   11: 19235335
    Gen   12: 19283686
    Gen   13: 19315986
    Gen   14: 19341911
    Gen   15: 19373875
    Gen   16: 19392592
    Gen   17: 19417017
    Gen   18: 19429288
    Gen   19: 19443573
    Gen   20: 19458982
    Gen   21: 19464331
    Gen   22: 19472630
    Gen   23: 19480581
    Gen   24: 19486630
    Gen   25: 19494037
    Gen   26: 19502439
    Gen   27: 19506216
    Gen   28: 19514100
    Gen   29: 19515861
    Gen   30: 19523299
    Gen   31: 19525012
    Gen   32: 19527955
    Gen   33: 19531229
    Gen   34: 19534229
    Gen   35: 19538488
    Gen   36: 19540217
    Gen   37: 19543050
    Gen   38: 19545368
    Gen   39: 19547543
    Gen   40: 19550857
    Gen   41: 19553271
    Gen   42: 19555216
    Gen   43: 19557295
    Gen   44: 19559193
    Gen   45: 19560324
    Gen   46: 19563463
    Gen   47: 19565369
    Gen   48: 19567016
    Gen   49: 19568610
    Gen   50: 19569964
    Gen   51: 19571731
    Gen   52: 19572568
    Gen   53: 19573408
    Gen   54: 19575291
    Gen   55: 19576692
    Gen   56: 19578356
    Gen   57: 19579085
    Gen   58: 19579828
    Gen   59: 19581271
    Gen   60: 19582883
